date,state,gapfilled_ntl,ntl_variability,lunar_irradiance,quality_score,total_passed,peak_birds,peak_direction,peak_speed_mph,peak_altitude_ft,day_of_year,month,year,season,peak_speed_missing,peak_altitude_missing
2023-09-25,NJ,0.5,0.0,8.045797055237859,0.999394997091332,219800.0,248900.0,SW,27.0,1100.0,268,9,2023,fall,0,0
2023-09-26,NJ,53.17934938917976,2.5210703444008864,8.05484229947613,0.9982082606166376,5242200.0,3257700.0,SW,34.0,1500.0,269,9,2023,fall,0,0
2023-09-27,NJ,74.76656288539847,0.2137613618249151,7.73893119232451,0.9875927865037812,3326100.0,2165700.0,SW,28.0,1100.0,270,9,2023,fall,0,0
2023-09-28,NJ,101.90190436300176,0.0136678345663123,7.400324763014166,0.9826852821407794,17100.0,51900.0,WSW,23.0,1800.0,271,9,2023,fall,0,0
2023-09-29,NJ,151.8463320535195,0.0681392888856997,8.124967942933944,0.9703781268179176,91700.0,197700.0,SW,13.0,1200.0,272,9,2023,fall,0,0
2023-09-30,NJ,112.199620709715,0.006146964078682,7.962669612042474,0.9294636416521234,8268900.0,3121700.0,SSW,36.0,2000.0,273,9,2023,fall,0,0
2023-10-01,NJ,77.80428621291448,0.2984091416384664,6.935478567728568,0.9264246655031996,9294200.0,3741900.0,SSW,35.0,2100.0,274,10,2023,fall,0,0
2023-10-02,NJ,54.49807329842931,0.2804417884723688,7.837205315369275,0.9615101803374057,1819500.0,1489900.0,SSW,19.0,2700.0,275,10,2023,fall,0,0
2023-10-03,NJ,38.50998487492728,0.0830043054412533,6.842025592170214,0.977917393833624,289000.0,224200.0,SSW,15.0,2600.0,276,10,2023,fall,0,0
2023-10-04,NJ,27.0,0.0,6.610618899724218,0.9488865619546248,12300.0,142400.0,ESE,6.0,2600.0,277,10,2023,fall,0,0
2023-10-05,NJ,18.790520069808032,0.0292937526232568,6.901619769351453,0.9554578243164632,38100.0,82400.0,W,17.0,1300.0,278,10,2023,fall,0,0
2023-10-06,NJ,12.793098778359514,0.0449748777876656,7.0994365021151,0.8894101221640489,20900.0,38800.0,WSW,7.0,1000.0,279,10,2023,fall,0,0
2023-10-07,NJ,8.472175450843514,0.0692149138230736,7.6848611582016995,0.9586480511925536,3076500.0,1961200.0,SSE,32.0,1700.0,280,10,2023,fall,0,0
2023-10-08,NJ,5.310557766143105,0.0447223300230293,7.576543229378433,0.9624409540430484,221500.0,240800.0,ESE,14.0,1000.0,281,10,2023,fall,0,0
2023-10-09,NJ,3.2,0.0,6.946237908601937,0.9834485165794068,30800.0,74900.0,S,5.0,1400.0,282,10,2023,fall,0,0
2023-10-10,NJ,0.5,0.0,7.21174362906466,0.9925351948807446,482800.0,765100.0,S,11.0,1200.0,283,10,2023,fall,0,0
2023-10-11,NJ,0.5142226876090751,0.0637535994269906,7.701298196995332,0.98386969168121,3518800.0,2408900.0,SSW,19.0,1600.0,284,10,2023,fall,0,0
2023-10-12,NJ,0.5,0.0,8.68574489242767,0.9996788830715532,16920400.0,8432100.0,SSW,30.0,1300.0,285,10,2023,fall,0,0
2023-10-13,NJ,0.5,0.0,8.351408193522792,0.9981873182082606,9736400.0,6450800.0,SSW,20.0,2100.0,286,10,2023,fall,0,0
2023-10-14,NJ,0.5,0.0,7.864061319588718,0.991041303083188,108300.0,396600.0,SSW,31.0,1700.0,287,10,2023,fall,0,0
2023-10-15,NJ,0.5,0.0,8.107239641621685,0.997324025596277,3320100.0,1861200.0,S,25.0,2500.0,288,10,2023,fall,0,0
2023-10-16,NJ,0.5,0.0,6.819989235981592,0.9981849912739964,6503200.0,3027400.0,SW,29.0,2100.0,289,10,2023,fall,0,0
2023-10-17,NJ,0.5,0.0,8.16845427892758,0.982824898196626,2649600.0,2017500.0,SSW,18.0,2700.0,290,10,2023,fall,0,0
2023-10-18,NJ,0.5,0.0,8.176485878274152,0.9882885398487492,66200.0,126900.0,SE,7.0,1500.0,291,10,2023,fall,0,0
2023-10-19,NJ,0.5,0.0,7.096520100465715,0.999436881908086,10600.0,19800.0,Low activity,-1.0,-1.0,292,10,2023,fall,1,1
2023-10-20,NJ,0.5,0.0,7.845263814469928,0.9850075625363583,23300.0,50700.0,S,10.0,1500.0,293,10,2023,fall,0,0
2023-10-21,NJ,0.5,0.0,7.975961197349821,0.997607911576498,1140900.0,537100.0,SE,34.0,1600.0,294,10,2023,fall,0,0
2023-10-22,NJ,0.5,0.0,7.822799907087049,0.9946061663758,4989900.0,3286600.0,SSE,29.0,1200.0,295,10,2023,fall,0,0
2023-10-23,NJ,0.5,0.0,8.613595582449433,0.9931052937754508,13612500.0,7448000.0,SSW,24.0,3000.0,296,10,2023,fall,0,0
2023-10-24,NJ,0.6080698080279232,1.9109912110576035,7.609493978363187,0.9989924374636416,40400.0,79300.0,SSE,11.0,4600.0,297,10,2023,fall,0,0
2023-10-25,NJ,1.317756835369401,6.24439590942331,6.871919635273052,0.99969982547993,18600.0,40700.0,ESE,13.0,1300.0,298,10,2023,fall,0,0
2023-10-26,NJ,66.57779499709135,0.0415624606669664,7.85697349129248,0.9921652123327516,65100.0,154900.0,S,6.0,3100.0,299,10,2023,fall,0,0
2023-10-27,NJ,89.0,0.0,7.645747693162861,0.9914671320535196,190300.0,206700.0,ESE,13.0,1700.0,300,10,2023,fall,0,0
2023-10-28,NJ,125.0327152995928,1.075941896998653,7.664213600530314,0.9596276905177428,13922100.0,8767700.0,SW,24.0,1800.0,301,10,2023,fall,0,0
2023-10-29,NJ,133.1063581151832,1.1751792823863176,8.106664865267511,0.9361489237929028,494000.0,871700.0,SW,18.0,1000.0,302,10,2023,fall,0,0
2023-10-30,NJ,88.24305852239675,0.0495158145311565,8.043470093606752,0.9914205933682374,562800.0,449500.0,S,28.0,1500.0,303,10,2023,fall,0,0
2023-10-31,NJ,63.79999999999999,1.4210854715202004e-14,8.00832999084741,0.9956067481093658,234500.0,2587900.0,SSW,22.0,1500.0,304,10,2023,fall,0,0
2023-11-01,NJ,0.0,0.0,0.0,1.0,4804400.0,2188500.0,SSW,30.0,1900.0,305,11,2023,fall,0,0
2023-11-02,NJ,0.0,0.0,0.0,1.0,11400.0,65600.0,SSW,8.0,1300.0,306,11,2023,fall,0,0
2023-11-04,NJ,16.609810820244327,0.0533572289332188,7.7049289272249455,0.889240255962769,157200.0,164100.0,S,11.0,2100.0,308,11,2023,fall,0,0
2023-11-05,NJ,11.532247585805704,0.0467423982084158,7.344676698711503,0.9896591041303082,13196700.0,5442900.0,SSW,33.0,3000.0,309,11,2023,fall,0,0
2023-11-06,NJ,7.799999999999998,2.664535259100376e-15,7.58364573480736,0.9897777777777776,1600.0,11900.0,Low activity,-1.0,-1.0,310,11,2023,fall,1,1
2023-11-07,NJ,4.995315881326353,0.0278711766480815,8.02405673338616,0.9922024432809772,292300.0,321400.0,S,23.0,800.0,311,11,2023,fall,0,0
2023-11-08,NJ,0.7655357766143106,0.7386140983232374,9.17128663637102,0.9878347876672484,1876100.0,2135500.0,SW,22.0,3200.0,312,11,2023,fall,0,0
2023-11-09,NJ,0.5,0.0,8.175276816663915,0.977219313554392,97500.0,71200.0,SSE,11.0,1100.0,313,11,2023,fall,0,0
2023-11-10,NJ,0.5,0.0,8.017890526185322,0.9901221640488655,36300.0,54500.0,SE,22.0,900.0,314,11,2023,fall,0,0
2023-11-11,NJ,0.5,0.0,7.349537879116554,0.9920674810936592,4521900.0,1947400.0,SW,31.0,2900.0,315,11,2023,fall,0,0
2023-11-12,NJ,0.5,0.0,7.688403991224915,0.9997300756253636,742700.0,530400.0,SSW,32.0,4300.0,316,11,2023,fall,0,0
2023-11-13,NJ,0.5,0.0,8.718650583682011,0.9999208842350202,12200.0,173900.0,SE,14.0,700.0,317,11,2023,fall,0,0
2023-11-14,NJ,0.5,0.0,8.989737943880135,0.9999441535776614,908600.0,420000.0,SSW,38.0,3500.0,318,11,2023,fall,0,0
2024-03-01,NJ,26.199999999999992,1.0658141036401504e-14,7.867716465289878,0.9821035485747528,900.0,2100.0,Low activity,-1.0,-1.0,61,3,2024,spring,1,1
2024-03-02,NJ,19.40629668411868,0.0242903310182669,9.911451489777487,1.0,800.0,6500.0,Low activity,-1.0,-1.0,62,3,2024,spring,1,1
2024-03-03,NJ,13.264344851657942,3.0617399469448445,7.681267034487982,0.9933123909249564,68700.0,45800.0,NNE,27.0,3500.0,63,3,2024,spring,0,0
2024-03-04,NJ,1.0328530541012215,2.0988507566822734,9.158170395020289,0.971045956951716,6300.0,61200.0,N,8.0,2200.0,64,3,2024,spring,0,0
2024-03-05,NJ,0.5,0.0,9.76210081293261,0.9951972076788832,2400.0,3400.0,Low activity,-1.0,-1.0,65,3,2024,spring,1,1
2024-03-06,NJ,0.5,0.0,9.909835783385889,1.0,400.0,16900.0,Low activity,-1.0,-1.0,66,3,2024,spring,1,1
2024-03-07,NJ,0.5,0.0,9.738795688217204,0.9911041303083188,1000.0,17800.0,Low activity,-1.0,-1.0,67,3,2024,spring,1,1
2024-03-08,NJ,0.5,0.0,7.938939845370997,0.9998836532867944,56900.0,44900.0,N,27.0,2500.0,68,3,2024,spring,0,0
2024-03-09,NJ,0.5,0.0,9.759803398916658,1.0,1500.0,61700.0,NE,11.0,1300.0,69,3,2024,spring,0,0
2024-03-10,NJ,0.5,0.0,7.410666221001518,0.9519045956951716,300.0,59500.0,ENE,12.0,4200.0,70,3,2024,spring,0,0
2024-03-11,NJ,0.5,0.0,9.71771685389955,0.9972705061082024,17000.0,58200.0,ENE,17.0,800.0,71,3,2024,spring,0,0
2024-03-12,NJ,0.5,0.0,7.858602181878761,0.999394997091332,482200.0,407200.0,NE,24.0,1000.0,72,3,2024,spring,0,0
2024-03-13,NJ,0.5,0.0,7.911210642283392,0.9861128563118092,806800.0,390300.0,NE,31.0,1300.0,73,3,2024,spring,0,0
2024-03-14,NJ,0.5,0.0,8.214104596675154,0.9918999418266434,611500.0,253700.0,NNE,47.0,2500.0,74,3,2024,spring,0,0
2024-03-15,NJ,0.5,0.0,9.56046215747496,0.9998789994182664,300.0,3600.0,Low activity,-1.0,-1.0,75,3,2024,spring,1,1
2024-03-16,NJ,0.5804607329842932,0.8471556334619214,8.515511732267507,0.9801163467132052,532500.0,273900.0,NE,46.0,2600.0,76,3,2024,spring,0,0
2024-03-17,NJ,0.5,0.0,9.56232497124895,0.9969331006399068,1200.0,9100.0,Low activity,-1.0,-1.0,77,3,2024,spring,1,1
2024-03-18,NJ,20.099999999999994,7.105427357601002e-15,9.177716608759912,0.992954043048284,300.0,12800.0,Low activity,-1.0,-1.0,78,3,2024,spring,1,1
2024-03-19,NJ,26.71173333333333,0.0830802557103,8.237518334773698,0.9855474112856312,15500.0,40300.0,NE,22.0,800.0,79,3,2024,spring,0,0
2024-03-20,NJ,34.64972286212915,0.1654126786530376,9.474497661484836,0.9280116346713204,200.0,2600.0,Low activity,-1.0,-1.0,80,3,2024,spring,1,1
2024-03-21,NJ,44.74218731820826,0.1054302679966854,8.88277446147504,0.8712158231529958,1800.0,13600.0,Low activity,-1.0,-1.0,81,3,2024,spring,1,1
2024-03-22,NJ,56.600000000000016,1.4210854715202004e-14,7.826970867045492,0.90708784176847,5600.0,9900.0,Low activity,-1.0,-1.0,82,3,2024,spring,1,1
2024-03-23,NJ,71.23327097149506,0.0471183574128013,9.580082236452029,1.0,0.0,300.0,Low activity,-1.0,-1.0,83,3,2024,spring,1,1
2024-03-24,NJ,92.88952879581151,0.0306182021302882,7.752661233400483,0.9579755671902268,2500.0,4600.0,Low activity,-1.0,-1.0,84,3,2024,spring,1,1
2024-03-26,NJ,92.92861942990112,0.6742061005261285,8.973820837613475,0.9593880162885398,9900.0,12500.0,Low activity,-1.0,-1.0,86,3,2024,spring,1,1
2024-03-27,NJ,70.10317207678884,0.0502752360502694,8.525716310935062,0.9911250727166958,1900.0,10500.0,Low activity,-1.0,-1.0,87,3,2024,spring,1,1
2024-03-28,NJ,54.70000000000001,7.105427357601002e-15,9.580074513465512,1.0,200.0,1600.0,Low activity,-1.0,-1.0,88,3,2024,spring,1,1
2024-03-29,NJ,42.19999999999999,1.4210854715202004e-14,9.522797498507137,0.9990482838859802,4400.0,45700.0,NE,10.0,900.0,89,3,2024,spring,0,0
2024-03-30,NJ,32.16817870855148,0.1082401126660321,8.87809443762186,0.9849866201279812,152300.0,331700.0,NNE,29.0,2000.0,90,3,2024,spring,0,0
2024-03-31,NJ,23.926088190808606,0.1854942918362279,8.974378821182203,0.9524630599185572,463200.0,354700.0,NE,22.0,2600.0,91,3,2024,spring,0,0
2024-04-01,NJ,16.509383595113434,3.3251079595867474,9.51415903536472,0.9942547993019196,9500.0,19700.0,Low activity,-1.0,-1.0,92,4,2024,spring,1,1
2024-04-02,NJ,0.5,0.0,9.581419915478444,0.9995974403723094,5200.0,85300.0,NNW,15.0,3100.0,93,4,2024,spring,0,0
2024-04-03,NJ,0.5,0.0,9.582988889146582,0.999953461314718,2900.0,43700.0,NE,23.0,1600.0,94,4,2024,spring,0,0
2024-04-04,NJ,0.5,0.0,8.613633857357632,0.9754508435136706,46500.0,52200.0,NE,20.0,1300.0,95,4,2024,spring,0,0
2024-04-05,NJ,0.5,0.0,8.516142547785135,0.9612565445026178,800.0,10800.0,Low activity,-1.0,-1.0,96,4,2024,spring,1,1
2024-04-06,NJ,0.5,0.0,9.818917745662926,0.976763234438627,500.0,10300.0,Low activity,-1.0,-1.0,97,4,2024,spring,1,1
2024-04-07,NJ,0.5,0.0,8.518586918429893,0.976500290866783,826500.0,532800.0,N,21.0,2000.0,98,4,2024,spring,0,0
2024-04-08,NJ,0.5,0.0,8.059935419809696,0.999916230366492,3830400.0,1777700.0,NE,34.0,1700.0,99,4,2024,spring,0,0
2024-04-09,NJ,0.5,0.0,8.05107862838606,0.9863851076207096,822500.0,450300.0,NNE,29.0,1900.0,100,4,2024,spring,0,0
2024-04-10,NJ,0.5,0.0,9.078836828203102,0.977347294938918,167600.0,132400.0,NNE,24.0,2000.0,101,4,2024,spring,0,0
2024-04-11,NJ,0.5,0.0,9.458803003938842,0.9982664339732404,8500.0,19700.0,Low activity,-1.0,-1.0,102,4,2024,spring,1,1
2024-04-12,NJ,0.5,0.0,9.289967898536732,0.9937079697498544,35800.0,46100.0,NE,37.0,1000.0,103,4,2024,spring,0,0
2024-04-13,NJ,0.5,0.0,8.888874178487056,0.96796044211751,6800.0,21700.0,Low activity,-1.0,-1.0,104,4,2024,spring,1,1
2024-04-14,NJ,0.5,0.0,8.084731046097657,0.9958022105875508,900200.0,931200.0,NE,22.0,800.0,105,4,2024,spring,0,0
2024-04-15,NJ,1.1110743455497385,2.420650009567325,10.45139651706454,0.9851029668411868,487200.0,709300.0,ENE,16.0,1300.0,106,4,2024,spring,0,0
2024-04-16,NJ,13.1019048283886,5.268531911888832,9.692928679847387,0.9508458406050028,2066600.0,820400.0,NE,33.0,1900.0,107,4,2024,spring,0,0
2024-04-17,NJ,18.826460500290867,6.75510443794756,8.956359184358016,0.9517789412449098,146300.0,139900.0,NNE,28.0,2400.0,108,4,2024,spring,0,0
2024-04-18,NJ,28.100000000000005,3.552713678800501e-15,9.246910022267532,0.9904991273996508,7400.0,11800.0,Low activity,-1.0,-1.0,109,4,2024,spring,1,1
2024-04-19,NJ,36.25861687027342,0.0492518989145719,8.853024686133601,0.988349040139616,53000.0,51800.0,NNE,17.0,1500.0,110,4,2024,spring,0,0
2024-04-20,NJ,46.20295753344968,0.0169412614896895,9.341091041245331,0.9938987783595112,5400.0,35800.0,Low activity,-1.0,-1.0,111,4,2024,spring,1,1
2024-04-21,NJ,59.03457917393833,0.1565826119144226,8.93336268426032,0.9837137870855148,6900.0,19000.0,Low activity,-1.0,-1.0,112,4,2024,spring,1,1
2024-04-22,NJ,76.18231855730075,0.3148257716990447,8.338459552891972,0.9380965677719604,828100.0,675300.0,NNE,24.0,1900.0,113,4,2024,spring,0,0
2024-04-23,NJ,102.79711972076788,0.0167835198792783,7.441832690783898,0.9743176265270506,3003500.0,1228400.0,NE,49.0,2500.0,114,4,2024,spring,0,0
2024-04-24,NJ,117.7718361838278,0.0477101503498244,9.627542325679713,0.9988086096567772,400.0,8000.0,Low activity,-1.0,-1.0,115,4,2024,spring,1,1
2024-04-25,NJ,0.0,0.0,0.0,1.0,26700.0,28800.0,Low activity,-1.0,-1.0,116,4,2024,spring,1,1
2024-04-26,NJ,65.27114322280394,0.1391654786471421,7.652303757076628,0.9777358929610238,315800.0,241300.0,NNE,26.0,1900.0,117,4,2024,spring,0,0
2024-04-27,NJ,49.80643769633508,0.2292021697103432,9.235275666492347,0.9931401977894124,1113500.0,983300.0,NE,39.0,1600.0,118,4,2024,spring,0,0
2024-04-28,NJ,37.72962699243746,0.1072974716725092,8.729180679448858,0.9888074461896452,5288900.0,2860100.0,NE,26.0,900.0,119,4,2024,spring,0,0
2024-04-29,NJ,28.0,0.0,7.832021404844563,0.9887422920302502,4470600.0,1921200.0,NNE,34.0,1700.0,120,4,2024,spring,0,0
2024-04-30,NJ,20.2,3.552713678800501e-15,7.711986365978193,0.9895846422338568,453100.0,598300.0,NNE,13.0,1300.0,121,4,2024,spring,0,0
2024-05-01,NJ,1.0075392670157068,2.528076005649933,9.364017472761397,0.9918580570098894,2753800.0,1583800.0,NNE,30.0,1700.0,122,5,2024,spring,0,0
2024-05-02,NJ,0.8096935427574172,1.570602385253655,9.01603998261571,0.9856497963932518,552000.0,972800.0,NNE,16.0,700.0,123,5,2024,spring,0,0
2024-05-03,NJ,0.5,0.0,8.352190728295176,0.9990808609656776,65800.0,108600.0,NNW,18.0,1600.0,124,5,2024,spring,0,0
2024-05-04,NJ,0.5,0.0,8.973248541822057,0.9738638743455496,3300.0,7200.0,Low activity,-1.0,-1.0,125,5,2024,spring,1,1
2024-05-05,NJ,0.5,0.0,9.61397943592418,0.9998138452588714,1189400.0,822400.0,NE,37.0,1400.0,126,5,2024,spring,0,0
2024-05-06,NJ,0.5,0.0,7.846009893672779,0.9637719604421175,2049100.0,1938600.0,NE,21.0,1400.0,127,5,2024,spring,0,0
2024-05-07,NJ,0.5,0.0,8.746149614018732,0.9747015706806283,10883800.0,4701500.0,NE,35.0,1200.0,128,5,2024,spring,0,0
2024-05-08,NJ,0.5,0.0,9.429387437816088,0.9819313554392088,2739000.0,2570800.0,ENE,15.0,600.0,129,5,2024,spring,0,0
2024-05-09,NJ,0.5,0.0,8.808917099253827,0.980563118091914,15100.0,136900.0,NW,22.0,1600.0,130,5,2024,spring,0,0
2024-05-10,NJ,0.5,0.0,9.55210807284659,0.9999720767888308,9600.0,20200.0,Low activity,-1.0,-1.0,131,5,2024,spring,1,1
2024-05-11,NJ,0.5,0.0,9.530052616600246,0.9089726585223968,412200.0,828500.0,NNE,29.0,1300.0,132,5,2024,spring,0,0
2024-05-12,NJ,0.5,0.0,9.508444678979702,0.9964467713787086,621300.0,396600.0,NE,28.0,1000.0,133,5,2024,spring,0,0
2024-05-13,NJ,0.5,0.0,8.712190176059112,0.9949272833042466,9685000.0,3668200.0,NE,48.0,1800.0,134,5,2024,spring,0,0
2024-05-14,NJ,0.5,0.0,7.809145129889137,0.9978615474112856,66600.0,334000.0,NNE,32.0,1600.0,135,5,2024,spring,0,0
2024-05-15,NJ,0.5,0.0,9.43882733433506,1.0,7200.0,75000.0,NE,7.0,1100.0,136,5,2024,spring,0,0
2024-05-16,NJ,0.5,0.0,5.2319501282395375,0.9790924956369982,12000.0,31600.0,Low activity,-1.0,-1.0,137,5,2024,spring,1,1
2024-05-17,NJ,19.61846050029088,7.160091270728244,8.296772050694559,0.9358766724840022,1409500.0,1634000.0,NE,16.0,1100.0,138,5,2024,spring,0,0
2024-05-18,NJ,26.5346801628854,8.636995167513383,8.716496791250577,0.987171611401978,170300.0,547400.0,N,16.0,1100.0,139,5,2024,spring,0,0
2024-05-19,NJ,1.4848055846422337,6.013096415447676,8.257367380976675,0.9887213496218732,877900.0,1435500.0,NNE,16.0,1200.0,140,5,2024,spring,0,0
2024-05-20,NJ,50.100000000000016,1.4210854715202004e-14,6.941406971855896,0.9892867946480512,2006800.0,1132600.0,NE,28.0,1400.0,141,5,2024,spring,0,0
2024-05-21,NJ,64.70000000000002,1.4210854715202004e-14,7.436050207084896,0.9890820244328098,2341300.0,805200.0,NE,37.0,1600.0,142,5,2024,spring,0,0
2024-05-22,NJ,84.26648330424665,0.0527951074316708,7.0052936475769165,0.9822129144851656,1591800.0,651800.0,NE,36.0,1600.0,143,5,2024,spring,0,0
2024-05-23,NJ,114.80491634671324,0.3896914032210866,7.50189176985279,0.95352414194299,253300.0,166000.0,NE,18.0,1400.0,144,5,2024,spring,0,0
2024-05-24,NJ,101.26561210005816,0.6087131329873502,8.225155366537178,0.8977894124490984,289400.0,264400.0,ENE,23.0,1300.0,145,5,2024,spring,0,0
2024-05-25,NJ,75.89999999999998,2.8421709430404014e-14,7.518595466620241,0.9895776614310644,259300.0,319500.0,NNE,20.0,1700.0,146,5,2024,spring,0,0
2024-05-26,NJ,58.20000000000001,7.105427357601002e-15,8.677285390416172,0.9986922629435716,125700.0,232000.0,N,21.0,1700.0,147,5,2024,spring,0,0
2024-05-27,NJ,43.7,0.0,8.64817999274242,0.9971378708551484,308400.0,227300.0,ENE,28.0,800.0,148,5,2024,spring,0,0
2024-05-28,NJ,32.17325887143687,0.1124965613906924,6.5756950090546455,0.9571076207097148,22700.0,76000.0,E,26.0,1500.0,149,5,2024,spring,0,0
2024-06-04,NJ,0.5,0.0,8.380427247592047,0.8758627108784176,84600.0,196800.0,NNW,13.0,1200.0,156,6,2024,other,0,0
2024-06-05,NJ,0.5,0.0,7.778403471567617,0.964867946480512,33400.0,131500.0,NNE,22.0,900.0,157,6,2024,other,0,0
2024-06-06,NJ,0.5,0.0,8.719200882226607,1.0,59900.0,190600.0,ENE,17.0,1900.0,158,6,2024,other,0,0
2024-06-07,NJ,0.5,0.0,6.957798822448355,0.9833600930773704,3100.0,27300.0,Low activity,-1.0,-1.0,159,6,2024,other,1,1
2024-06-08,NJ,0.5,0.0,8.438122691637636,0.9040232693426412,57900.0,150300.0,ENE,11.0,1400.0,160,6,2024,other,0,0
2024-06-10,NJ,0.5,0.0,7.018712228722051,0.9875555555555556,1500.0,41700.0,ENE,12.0,2000.0,162,6,2024,other,0,0
2024-06-11,NJ,0.5,0.0,7.255037362688072,0.9905852239674228,28600.0,133500.0,NE,6.0,1000.0,163,6,2024,other,0,0
2024-06-12,NJ,0.5,0.0,7.044270133034308,0.983301919720768,108000.0,255900.0,NNE,12.0,800.0,164,6,2024,other,0,0
2024-06-13,NJ,0.5,0.0,7.749269921019187,0.9977149505526468,135500.0,155100.0,NNE,24.0,1200.0,165,6,2024,other,0,0
2024-08-01,NJ,0.7489759162303665,0.1127109932808662,8.504587984685053,0.8810098894706224,30800.0,53800.0,SSE,11.0,4500.0,214,8,2024,other,0,0
2024-08-02,NJ,0.5,0.0,8.326775117206614,0.9954531704479348,20700.0,104900.0,SE,10.0,1200.0,215,8,2024,other,0,0
2024-08-03,NJ,0.5,0.0,8.234704748316986,0.9939872018615474,16000.0,300700.0,S,7.0,1500.0,216,8,2024,other,0,0
2024-08-04,NJ,0.5,0.0,7.830592474952837,0.9663385689354276,126000.0,165600.0,S,13.0,1600.0,217,8,2024,other,0,0
2024-08-05,NJ,0.5,0.0,7.1257702279302215,0.99830599185573,4000.0,19700.0,Low activity,-1.0,-1.0,218,8,2024,other,1,1
2024-08-06,NJ,0.5,0.0,8.9968464091894,0.9966910994764396,13700.0,204400.0,SE,10.0,1900.0,219,8,2024,other,0,0
2024-08-07,NJ,0.5,0.0,8.249962640700467,0.9945177428737636,183700.0,244500.0,WSW,20.0,1100.0,220,8,2024,other,0,0
2024-08-08,NJ,0.5,0.0,8.177660866895224,0.995741710296684,100.0,56400.0,SW,7.0,1400.0,221,8,2024,other,0,0
2024-08-09,NJ,0.5,0.0,8.281781624836132,0.9982292030250146,55400.0,93900.0,SE,16.0,1600.0,222,8,2024,other,0,0
2024-08-10,NJ,0.5,0.0,6.597524674873099,0.9700290866783012,988600.0,819100.0,S,16.0,1500.0,223,8,2024,other,0,0
2024-08-11,NJ,0.5,0.0,8.20024121474909,0.9711273996509596,402100.0,423900.0,SSE,17.0,1300.0,224,8,2024,other,0,0
2024-08-12,NJ,0.5,0.0,9.16752647758107,0.9985340314136126,1059800.0,704600.0,S,22.0,1600.0,225,8,2024,other,0,0
2024-08-13,NJ,0.5,0.0,7.510073903744404,0.9981477603257708,1019600.0,730000.0,SSW,21.0,2600.0,226,8,2024,other,0,0
2024-08-14,NJ,0.5,0.0,7.549384932895173,0.9995927865037812,517800.0,504500.0,SSW,18.0,2500.0,227,8,2024,other,0,0
2024-08-15,NJ,0.5,0.0,7.580152946442723,0.9999464805119256,132200.0,251100.0,S,11.0,1600.0,228,8,2024,other,0,0
2024-08-16,NJ,0.5,0.0,8.244176266867756,0.9999464805119256,1300.0,14400.0,Low activity,-1.0,-1.0,229,8,2024,other,1,1
2024-08-17,NJ,12.969164863292612,24.70074189610902,8.176130045588224,0.9954531704479348,200.0,44500.0,SSE,8.0,1400.0,230,8,2024,other,0,0
2024-08-18,NJ,86.09792251308902,0.0576165176466462,8.177535888428276,0.9992460732984292,35200.0,142600.0,SSW,3.0,1300.0,231,8,2024,other,0,0
2024-08-19,NJ,122.79999999999995,4.263256414560601e-14,7.026025283369627,0.9753996509598604,1493700.0,1099400.0,S,25.0,2200.0,232,8,2024,other,0,0
2024-08-20,NJ,127.32083071553228,0.0420864628333357,7.922974311772281,0.9671948807446188,2722700.0,1502700.0,SSW,25.0,2100.0,233,8,2024,other,0,0
2024-08-21,NJ,88.27573612565443,0.0702083805509803,7.761733855897486,0.9836253635834786,852100.0,678200.0,S,18.0,1800.0,234,8,2024,other,0,0
2024-08-22,NJ,63.36259360093076,0.1910635075739866,9.12334714316799,0.9692518906340896,654700.0,663700.0,SSW,16.0,1700.0,235,8,2024,other,0,0
2024-08-23,NJ,43.81847260034903,0.0716921447445828,7.955655512156096,0.9751436881908088,232600.0,193900.0,SSW,13.0,2800.0,236,8,2024,other,0,0
2024-08-24,NJ,30.199999999999992,1.0658141036401504e-14,7.37380002170216,0.9879232111692844,290500.0,262500.0,SW,21.0,4300.0,237,8,2024,other,0,0
2024-08-25,NJ,20.22117230948226,0.0408529590043752,8.278345466992088,0.9783315881326352,85100.0,101000.0,S,15.0,3500.0,238,8,2024,other,0,0
2024-08-26,NJ,13.199641186736471,0.0103689552077106,7.5624883620798915,0.8819150668993601,5391800.0,3639700.0,SSW,23.0,1700.0,239,8,2024,other,0,0
2024-08-27,NJ,8.193754973821992,0.0428311510636722,8.301088361049747,0.935611401977894,91800.0,156100.0,SSE,18.0,5100.0,240,8,2024,other,0,0
2024-08-28,NJ,4.717605584642235,0.0380867674347474,8.146912373421168,0.907695171611402,2458700.0,1369100.0,SSW,25.0,1500.0,241,8,2024,other,0,0
2024-08-29,NJ,2.3999999999999995,8.881784197001252e-16,7.965137022435655,0.9989877835951132,315300.0,545300.0,WSW,20.0,1500.0,242,8,2024,other,0,0
2024-08-30,NJ,1.0999999999999996,4.440892098500626e-16,8.219709578406855,0.999522978475858,194400.0,188100.0,SSW,14.0,1300.0,243,8,2024,other,0,0
2024-08-31,NJ,0.5,0.0,8.013550521708567,0.9936428155904596,28100.0,45500.0,ESE,15.0,1700.0,244,8,2024,other,0,0
2024-09-01,NJ,0.5,0.0,8.234778849586581,0.9917207678883072,2822600.0,2284800.0,S,24.0,1300.0,245,9,2024,fall,0,0
2024-09-02,NJ,0.5,0.0,8.543372206338162,0.9847492728330424,10177600.0,3871200.0,SSW,36.0,1800.0,246,9,2024,fall,0,0
