0108997743999992021010100004+40650-074067FM-13+007299999V0203301N004619999999N999999999+00451+99999102621ADDMD1310281+9999OD159900881999REMSYN068ROBN4 46/// /3309 10045 40262 53028 90000 333 91217 555 11008 22009=
0108997743999992021010101004+40650-074067FM-13+007299999V0203401N005719999999N999999999+00411+99999102721ADDMD1310301+9999OD159900721999REMSYN068ROBN4 46/// /3411 10041 40272 53030 90100 333 91214 555 11010 22010=
0108997743999992021010102004+40650-074067FM-13+007299999V0203401N005719999999N999999999+00361+99999102801ADDMD1110311+9999OD159900671999REMSYN068ROBN4 46/// /3411 10036 40280 51031 90200 333 91213 555 11010 22010=
0108997743999992021010103004+40650-074067FM-13+007299999V0203401N004119999999N999999999+00311+99999102901ADDMD1210281+9999OD159900571999REMSYN068ROBN4 46/// /3408 10031 40290 52028 90300 333 91211 555 11008 22008=
0108997743999992021010104004+40650-074067FM-13+007299999V0203401N003619999999N999999999+00261+99999102951ADDMD1110231+9999OD159900511999REMSYN068ROBN4 46/// /3407 10026 40295 51023 90400 333 91210 555 11007 22007=
0108997743999992021010105004+40650-074067FM-13+007299999V0203601N002619999999N999999999+00241+99999102971ADDMD1110171+9999OD159900361999REMSYN068ROBN4 46/// /3605 10024 40297 51017 90500 333 91207 555 11005 22005=
0088997743999992021010106004+40650-074067FM-13+007299999V0203601N003119999999N999999999+00221+99999103021ADDOD159900411999REMSYN062ROBN4 46/// /3606 10022 40302 90536 333 91208 555 11006 22006=
0108997743999992021010107004+40650-074067FM-13+007299999V0203601N003619999999N999999999+00211+99999103111ADDMD1310161+9999OD159900361999REMSYN068ROBN4 46/// /3607 10021 40311 53016 90700 333 91207 555 11006 22007=
0108997743999992021010108004+40650-074067FM-13+007299999V0203501N004119999999N999999999+00201+99999103171ADDMD1310201+9999OD159900511999REMSYN068ROBN4 46/// /3508 10020 40317 53020 90800 333 91210 555 11008 22008=
0108997743999992021010109004+40650-074067FM-13+007299999V0203401N003119999999N999999999+00161+99999103191ADDMD1110171+9999OD159900411999REMSYN068ROBN4 46/// /3406 10016 40319 51017 90900 333 91208 555 11005 22006=
0108997743999992021010110004+40650-074067FM-13+007299999V0200101N003119999999N999999999+00171+99999103181ADDMD1110071+9999OD159900361999REMSYN068ROBN4 46/// /0106 10017 40318 51007 91000 333 91207 555 11005 22006=
0108997743999992021010111004+40650-074067FM-13+007299999V0203501N002119999999N999999999+00121+99999103231ADDMD1310061+9999OD159900261999REMSYN068ROBN4 46/// /3504 10012 40323 53006 91100 333 91205 555 11003 22004=
0108997743999992021010112004+40650-074067FM-13+007299999V0203301N001519999999N999999999+99999+99999103321ADDMD1310131+9999OD159900211999REMSYN068ROBN4 46/// /3303 1//// 40332 53013 91200 333 91204 555 11003 22003=
0108997743999992021010113004+40650-074067FM-13+007299999V0200101N002619999999N999999999+00091+99999103351ADDMD1110171+9999OD159900311999REMSYN068ROBN4 46/// /0105 10009 40335 51017 91300 333 91206 555 11005 22005=
0108997743999992021010114004+40650-074067FM-13+007299999V0203501N002119999999N999999999+00141+99999103351ADDMD1110121+9999OD159900261999REMSYN068ROBN4 46/// /3504 10014 40335 51012 91400 333 91205 555 11004 22004=
0108997743999992021010115004+40650-074067FM-13+007299999V0200501N004619999999N999999999+00221+99999103361ADDMD1110041+9999OD159900571999REMSYN068ROBN4 46/// /0509 10022 40336 51004 91500 333 91211 555 11008 22009=
0108997743999992021010116004+40650-074067FM-13+007299999V0200801N002119999999N999999999+00301+99999103291ADDMD1810061+9999OD159900261999REMSYN068ROBN4 46/// /0804 10030 40329 58006 91600 333 91205 555 11004 22004=
0088997743999992021010117004+40650-074067FM-13+007299999V0201401N004619999999N999999999+00321+99999103161ADDOD159900511999REMSYN062ROBN4 46/// /1409 10032 40316 91642 333 91210 555 11008 22009=
0108997743999992021010118004+40650-074067FM-13+007299999V0200901N002119999999N999999999+00331+99999103041ADDMD1710321+9999OD159900361999REMSYN068ROBN4 46/// /0904 10033 40304 57032 91800 333 91207 555 11004 22004=
0108997743999992021010119004+40650-074067FM-13+007299999V0200901N002119999999N999999999+00351+99999102961ADDMD1710331+9999OD159900361999REMSYN068ROBN4 46/// /0904 10035 40296 57033 91900 333 91207 555 11003 22004=
0088997743999992021010120004+40650-074067FM-13+007299999V0201101N001519999999N999999999+00371+99999102971ADDOD159900211999REMSYN062ROBN4 46/// /1103 10037 40297 91936 333 91204 555 11003 22003=
0108997743999992021010121004+40650-074067FM-13+007299999V0201201N004119999999N999999999+00401+99999102801ADDMD1610241+9999OD159900461999REMSYN068ROBN4 46/// /1208 10040 40280 56024 92100 333 91209 555 11008 22008=
0088997743999992021010122004+40650-074067FM-13+007299999V0200901N003619999999N999999999+00391+99999102701ADDOD159900411999REMSYN062ROBN4 46/// /0907 10039 40270 92206 333 91208 555 11006 22007=
0108997743999992021010123004+40650-074067FM-13+007299999V0200801N004619999999N999999999+00371+99999102601ADDMD1710271+9999OD159900511999REMSYN068ROBN4 46/// /0809 10037 40260 57027 92300 333 91210 555 11009 22009=
0108997743999992021010200004+40650-074067FM-13+007299999V0200801N005719999999N999999999+00341+99999102451ADDMD1710351+9999OD159900621999REMSYN068ROBN4 46/// /0811 10034 40245 57035 90000 333 91212 555 11010 22011=
0088997743999992021010201004+40650-074067FM-13+007299999V0200901N008219999999N999999999+00351+99999102281ADDOD159900931999REMSYN062ROBN4 46/// /0916 10035 40228 90048 333 91218 555 11014 22016=
0088997743999992021010202004+40650-074067FM-13+007299999V0200801N006219999999N999999999+00391+99999102181ADDOD159900671999REMSYN062ROBN4 46/// /0812 10039 40218 90148 333 91213 555 11011 22012=
0108997743999992021010203004+40650-074067FM-13+007299999V0200601N003619999999N999999999+00431+99999102111ADDMD1510341+9999OD159900621999REMSYN068ROBN4 46/// /0607 10043 40211 55034 90300 333 91212 555 11007 22007=
0108997743999992021010204004+40650-074067FM-13+007299999V0200501N006719999999N999999999+00441+99999101791ADDMD1810531+9999OD159900881999REMSYN068ROBN4 46/// /0513 10044 40179 58053 90400 333 91217 555 11012 22013=
0108997743999992021010205004+40650-074067FM-13+007299999V0200501N006219999999N999999999+99999+99999101601ADDMD1810421+9999OD159900671999REMSYN068ROBN4 46/// /0512 1//// 40160 58042 90500 333 91213 555 11011 22011=
0108997743999992021010206004+40650-074067FM-13+007299999V0200501N008219999999N999999999+00431+99999101361ADDMD1610751+9999OD159900931999REMSYN068ROBN4 46/// /0516 10043 40136 56075 90600 333 91218 555 11015 22016=
0108997743999992021010207004+40650-074067FM-13+007299999V0200501N006219999999N999999999+00311+99999101161ADDMD1810631+9999OD159900721999REMSYN068ROBN4 46/// /0512 10031 40116 58063 90700 333 91214 555 11011 22012=
0108997743999992021010208004+40650-074067FM-13+007299999V0200201N005119999999N999999999+00291+99999101021ADDMD1610581+9999OD159900621999REMSYN068ROBN4 46/// /0210 10029 40102 56058 90800 333 91212 555 11009 22010=
0108997743999992021010209004+40650-074067FM-13+007299999V0203201N001019999999N999999999+00311+99999100871ADDMD1610491+9999OD159900151999REMSYN068ROBN4 46/// /3202 10031 40087 56049 90900 333 91203 555 11002 22002=
0108997743999992021010210004+40650-074067FM-13+007299999V0203301N002619999999N999999999+00251+99999100731ADDMD1710431+9999OD159900411999REMSYN068ROBN4 46/// /3305 10025 40073 57043 91000 333 91208 555 11005 22005=
0108997743999992021010211004+40650-074067FM-13+007299999V0203101N004619999999N999999999+00251+99999100751ADDMD1610271+9999OD159900511999REMSYN068ROBN4 46/// /3109 10025 40075 56027 91100 333 91210 555 11008 22009=
0108997743999992021010212004+40650-074067FM-13+007299999V0202801N002619999999N999999999+00311+99999100791ADDMD1510081+9999OD159900311999REMSYN068ROBN4 46/// /2805 10031 40079 55008 91200 333 91206 555 11005 22005=
0088997743999992021010213004+40650-074067FM-13+007299999V0202501N004619999999N999999999+00351+99999100801ADDOD159900511999REMSYN062ROBN4 46/// /2509 10035 40080 91236 333 91210 555 11008 22009=
0108997743999992021010214004+40650-074067FM-13+007299999V0202801N007719999999N999999999+00481+99999100881ADDMD1210131+9999OD159900931999REMSYN068ROBN4 46/// /2815 10048 40088 52013 91400 333 91218 555 11014 22015=
