0088997270999992024010100004+39350-074420FM-13+001099999V02099999999999999999N999999999+00621+99999101491ADDMD1210091+9999SA1+0831REMSYN054ACYN4 46/// ///// 10062 40149 52009 90000 222// 00083=
0088997270999992024010101004+39350-074420FM-13+001099999V02099999999999999999N999999999+00601+99999101491ADDMD1110071+9999SA1+0831REMSYN054ACYN4 46/// ///// 10060 40149 51007 90100 222// 00083=
0088997270999992024010102004+39350-074420FM-13+001099999V02099999999999999999N999999999+00691+99999101501ADDMD1410001+9999SA1+0831REMSYN054ACYN4 46/// ///// 10069 40150 54000 90200 222// 00083=
0088997270999992024010103004+39350-074420FM-13+001099999V02099999999999999999N999999999+00681+99999101511ADDMD1410001+9999SA1+0841REMSYN054ACYN4 46/// ///// 10068 40151 54000 90300 222// 00084=
0088997270999992024010104004+39350-074420FM-13+001099999V02099999999999999999N999999999+00701+99999101511ADDMD1410001+9999SA1+0811REMSYN054ACYN4 46/// ///// 10070 40151 54000 90400 222// 00081=
0088997270999992024010105004+39350-074420FM-13+001099999V02099999999999999999N999999999+00701+99999101491ADDMD1410001+9999SA1+0811REMSYN054ACYN4 46/// ///// 10070 40149 54000 90500 222// 00081=
0088997270999992024010106004+39350-074420FM-13+001099999V02099999999999999999N999999999+00671+99999101441ADDMD1810071+9999SA1+0821REMSYN054ACYN4 46/// ///// 10067 40144 58007 90600 222// 00082=
0088997270999992024010107004+39350-074420FM-13+001099999V02099999999999999999N999999999+00651+99999101431ADDMD1710081+9999SA1+0831REMSYN054ACYN4 46/// ///// 10065 40143 57008 90700 222// 00083=
0088997270999992024010108004+39350-074420FM-13+001099999V02099999999999999999N999999999+00691+99999101401ADDMD1610091+9999SA1+0831REMSYN054ACYN4 46/// ///// 10069 40140 56009 90800 222// 00083=
0088997270999992024010109004+39350-074420FM-13+001099999V02099999999999999999N999999999+00691+99999101371ADDMD1810071+9999SA1+0831REMSYN054ACYN4 46/// ///// 10069 40137 58007 90900 222// 00083=
