0108997743999992022010100004+40650-074067FM-13+007299999V0201801N003619999999N999999999+00951+99999101441ADDMD1310111+9999OD159900411999REMSYN068ROBN4 46/// /1807 10095 40144 53011 90000 333 91208 555 11006 22007=
0108997743999992022010101004+40650-074067FM-13+007299999V0201701N003119999999N999999999+00971+99999101421ADDMD1110071+9999OD159900361999REMSYN068ROBN4 46/// /1706 10097 40142 51007 90100 333 91207 555 11006 22006=
0108997743999992022010102004+40650-074067FM-13+007299999V0201801N003619999999N999999999+00961+99999101361ADDMD1810041+9999OD159900361999REMSYN068ROBN4 46/// /1807 10096 40136 58004 90200 333 91207 555 11006 22007=
0108997743999992022010103004+40650-074067FM-13+007299999V0201701N004119999999N999999999+00961+99999101371ADDMD1710071+9999OD159900411999REMSYN068ROBN4 46/// /1708 10096 40137 57007 90300 333 91208 555 11007 22008=
0108997743999992022010104004+40650-074067FM-13+007299999V0201801N004619999999N999999999+00931+99999101331ADDMD1610091+9999OD159900511999REMSYN068ROBN4 46/// /1809 10093 40133 56009 90400 333 91210 555 11008 22009=
0108997743999992022010105004+40650-074067FM-13+007299999V0201701N005119999999N999999999+00921+99999101261ADDMD1810101+9999OD159900511999REMSYN068ROBN4 46/// /1710 10092 40126 58010 90500 333 91210 555 11009 22010=
0108997743999992022010106004+40650-074067FM-13+007299999V0201601N003619999999N999999999+00961+99999101251ADDMD1610121+9999OD159900411999REMSYN068ROBN4 46/// /1607 10096 40125 56012 90600 333 91208 555 11007 22007=
0108997743999992022010107004+40650-074067FM-13+007299999V0201401N002119999999N999999999+00971+99999101231ADDMD1610101+9999OD159900211999REMSYN068ROBN4 46/// /1404 10097 40123 56010 90700 333 91204 555 11004 22004=
0108997743999992022010108004+40650-074067FM-13+007299999V0201301N003119999999N999999999+01031+99999101181ADDMD1810081+9999OD159900311999REMSYN068ROBN4 46/// /1306 10103 40118 58008 90800 333 91206 555 11005 22006=
0108997743999992022010109004+40650-074067FM-13+007299999V0201601N004619999999N999999999+00971+99999101121ADDMD1810131+9999OD159900511999REMSYN068ROBN4 46/// /1609 10097 40112 58013 90900 333 91210 555 11008 22009=
0108997743999992022010110004+40650-074067FM-13+007299999V0201501N003119999999N999999999+00971+99999101061ADDMD1810171+9999OD159900361999REMSYN068ROBN4 46/// /1506 10097 40106 58017 91000 333 91207 555 11006 22006=
0108997743999992022010111004+40650-074067FM-13+007299999V0201601N003619999999N999999999+00991+99999100981ADDMD1810201+9999OD159900411999REMSYN068ROBN4 46/// /1607 10099 40098 58020 91100 333 91208 555 11006 22007=
0108997743999992022010112004+40650-074067FM-13+007299999V0201701N005719999999N999999999+01011+99999101001ADDMD1610121+9999OD159900571999REMSYN068ROBN4 46/// /1711 10101 40100 56012 91200 333 91211 555 11010 22011=
0108997743999992022010113004+40650-074067FM-13+007299999V0201701N004619999999N999999999+01001+99999100981ADDMD1610081+9999OD159900461999REMSYN068ROBN4 46/// /1709 10100 40098 56008 91300 333 91209 555 11008 22009=
0108997743999992022010114004+40650-074067FM-13+007299999V0201801N006219999999N999999999+00991+99999101011ADDMD1310031+9999OD159900671999REMSYN068ROBN4 46/// /1812 10099 40101 53003 91400 333 91213 555 11011 22012=
