0108997779999992024010310004+39300-075367FM-13+000399999V0202901N005719999999N999999999+00191+99999101841ADDMD1410001+9999OD159900621999REMSYN068SJSN4 46/// /2911 10019 40184 54000 91000 333 91212 555 11011 22012=
0108997779999992024010311004+39300-075367FM-13+000399999V0202801N005719999999N999999999+00191+99999101861ADDMD1410001+9999OD159900671999REMSYN068SJSN4 46/// /2811 10019 40186 54000 91100 333 91213 555 11011 22012=
0108997779999992024010312004+39300-075367FM-13+000399999V0202601N005119999999N999999999+00131+99999101931ADDMD1310101+9999OD159900571999REMSYN068SJSN4 46/// /2610 10013 40193 53010 91200 333 91211 555 11010 22011=
0108997779999992024010313004+39300-075367FM-13+000399999V0202601N004619999999N999999999+00141+99999101951ADDMD1210111+9999OD159900571999REMSYN068SJSN4 46/// /2609 10014 40195 52011 91300 333 91211 555 11008 22009=
0108997779999992024010314004+39300-075367FM-13+000399999V0202601N003619999999N999999999+00171+99999101971ADDMD1110111+9999OD159900511999REMSYN068SJSN4 46/// /2607 10017 40197 51011 91400 333 91210 555 11007 22008=
0108997779999992024010315004+39300-075367FM-13+000399999V0202901N004619999999N999999999+00261+99999101971ADDMD1210041+9999OD159900511999REMSYN068SJSN4 46/// /2909 10026 40197 52004 91500 333 91210 555 11009 22009=
0108997779999992024010316004+39300-075367FM-13+000399999V0203101N003619999999N999999999+00331+99999101941ADDMD1990001+9999OD159900411999REMSYN068SJSN4 46/// /3107 10033 40194 50000 91600 333 91208 555 11007 22007=
0108997779999992024010317004+39300-075367FM-13+000399999V0203001N003619999999N999999999+00371+99999101881ADDMD1810091+9999OD159900411999REMSYN068SJSN4 46/// /3007 10037 40188 58009 91700 333 91208 555 11007 22008=
0108997779999992024010318004+39300-075367FM-13+000399999V0203301N003119999999N999999999+00421+99999101791ADDMD1810181+9999OD159900361999REMSYN068SJSN4 46/// /3306 10042 40179 58018 91800 333 91207 555 11006 22006=
0108997779999992024010319004+39300-075367FM-13+000399999V0203501N003119999999N999999999+00471+99999101661ADDMD1810281+9999OD159900411999REMSYN068SJSN4 46/// /3506 10047 40166 58028 91900 333 91208 555 11006 22006=
0108997779999992024010320004+39300-075367FM-13+000399999V0203201N002119999999N999999999+00541+99999101661ADDMD1610221+9999OD159900311999REMSYN068SJSN4 46/// /3204 10054 40166 56022 92000 333 91206 555 11003 22004=
0108997779999992024010321004+39300-075367FM-13+000399999V0203301N000519999999N999999999+00581+99999101691ADDMD1510101+9999OD159900151999REMSYN068SJSN4 46/// /3301 10058 40169 55010 92100 333 91203 555 11001 22001=
0108997779999992024010322004+39300-075367FM-13+000399999V0203201N000519999999N999999999+00521+99999101671ADDMD1410001+9999OD159900101999REMSYN068SJSN4 46/// /3201 10052 40167 54000 92200 333 91202 555 11001 22001=
0108997779999992024010323004+39300-075367FM-13+000399999V0201801N002119999999N999999999+00531+99999101701ADDMD1210041+9999OD159900261999REMSYN068SJSN4 46/// /1804 10053 40170 52004 92300 333 91205 555 11004 22004=
0108997779999992024010400004+39300-075367FM-13+000399999V0201601N002119999999N999999999+00511+99999101691ADDMD1410001+9999OD159900261999REMSYN068SJSN4 46/// /1604 10051 40169 54000 90000 333 91205 555 11004 22004=
0108997779999992024010401004+39300-075367FM-13+000399999V0201701N003619999999N999999999+00501+99999101641ADDMD1810031+9999OD159900411999REMSYN068SJSN4 46/// /1707 10050 40164 58003 90100 333 91208 555 11006 22007=
0108997779999992024010402004+39300-075367FM-13+000399999V0201601N003619999999N999999999+00511+99999101631ADDMD1710071+9999OD159900411999REMSYN068SJSN4 46/// /1607 10051 40163 57007 90200 333 91208 555 11007 22007=
0108997779999992024010403004+39300-075367FM-13+000399999V0201601N004119999999N999999999+00531+99999101631ADDMD1610061+9999OD159900461999REMSYN068SJSN4 46/// /1608 10053 40163 56006 90300 333 91209 555 11007 22008=
0108997779999992024010404004+39300-075367FM-13+000399999V0202001N002619999999N999999999+00481+99999101621ADDMD1410001+9999OD159900361999REMSYN068SJSN4 46/// /2005 10048 40162 54000 90400 333 91207 555 11004 22005=
0108997779999992024010405004+39300-075367FM-13+000399999V0202101N002619999999N999999999+00481+99999101581ADDMD1810051+9999OD159900261999REMSYN068SJSN4 46/// /2105 10048 40158 58005 90500 333 91205 555 11004 22005=
0108997779999992024010406004+39300-075367FM-13+000399999V0202101N001019999999N999999999+00471+99999101511ADDMD1810121+9999OD159900101999REMSYN068SJSN4 46/// /2102 10047 40151 58012 90600 333 91202 555 11002 22002=
0108997779999992024010407004+39300-075367FM-13+000399999V0202601N001019999999N999999999+00501+99999101471ADDMD1710151+9999OD159900151999REMSYN068SJSN4 46/// /2602 10050 40147 57015 90700 333 91203 555 11002 22002=
0108997779999992024010408004+39300-075367FM-13+000399999V0201701N001519999999N999999999+00451+99999101451ADDMD1610131+9999OD159900211999REMSYN068SJSN4 46/// /1703 10045 40145 56013 90800 333 91204 555 11003 22003=
0108997779999992024010409004+39300-075367FM-13+000399999V0202401N001519999999N999999999+00471+99999101431ADDMD1610081+9999OD159900151999REMSYN068SJSN4 46/// /2403 10047 40143 56008 90900 333 91203 555 11003 22003=
0108997779999992024010410004+39300-075367FM-13+000399999V0203101N003619999999N999999999+00471+99999101391ADDMD1810081+9999OD159900461999REMSYN068SJSN4 46/// /3107 10047 40139 58008 91000 333 91209 555 11007 22007=
0088997779999992024010411004+39300-075367FM-13+000399999V0202501N003619999999N999999999+00421+99999101421ADDOD159900411999REMSYN062SJSN4 46/// /2507 10042 40142 91042 333 91208 555 11007 22008=
0108997779999992024010412004+39300-075367FM-13+000399999V0202801N003619999999N999999999+00411+99999101501ADDMD1210071+9999OD159900461999REMSYN068SJSN4 46/// /2807 10041 40150 52007 91200 333 91209 555 11007 22007=
0108997779999992024010413004+39300-075367FM-13+000399999V0203101N004619999999N999999999+00381+99999101551ADDMD1210161+9999OD159900511999REMSYN068SJSN4 46/// /3109 10038 40155 52016 91300 333 91210 555 11009 22009=
0088997779999992024010414004+39300-075367FM-13+000399999V0203201N004619999999N999999999+00411+99999101571ADDOD159900511999REMSYN062SJSN4 46/// /3209 10041 40157 91342 333 91210 555 11008 22009=
0108997779999992024010415004+39300-075367FM-13+000399999V0203001N005119999999N999999999+00371+99999101651ADDMD1310151+9999OD159900571999REMSYN068SJSN4 46/// /3010 10037 40165 53015 91500 333 91211 555 11010 22010=
0108997779999992024010416004+39300-075367FM-13+000399999V0203101N006219999999N999999999+00451+99999101661ADDMD1110111+9999OD159900771999REMSYN068SJSN4 46/// /3112 10045 40166 51011 91600 333 91215 555 11012 22013=
0108997779999992024010417004+39300-075367FM-13+000399999V0203201N010819999999N999999999+00521+99999101641ADDMD1110051+9999OD159901181999REMSYN068SJSN4 46/// /3221 10052 40164 51005 91700 333 91223 555 11020 22021=
0108997779999992024010418004+39300-075367FM-13+000399999V0203301N009319999999N999999999+00551+99999101621ADDMD1710031+9999OD159901081999REMSYN068SJSN4 46/// /3318 10055 40162 57003 91800 333 91221 555 11017 22019=
0108997779999992024010419004+39300-075367FM-13+000399999V0203301N010819999999N999999999+00591+99999101641ADDMD1410001+9999OD159901181999REMSYN068SJSN4 46/// /3321 10059 40164 54000 91900 333 91223 555 11020 22021=
0108997779999992024010420004+39300-075367FM-13+000399999V0203101N009319999999N999999999+00551+99999101711ADDMD1310071+9999OD159901181999REMSYN068SJSN4 46/// /3118 10055 40171 53007 92000 333 91223 555 11017 22019=
0108997779999992024010421004+39300-075367FM-13+000399999V0203301N009819999999N999999999+00571+99999101801ADDMD1310181+9999OD159901181999REMSYN068SJSN4 46/// /3319 10057 40180 53018 92100 333 91223 555 11018 22020=
0108997779999992024010422004+39300-075367FM-13+000399999V0203201N010319999999N999999999+00551+99999101911ADDMD1310271+9999OD159901291999REMSYN068SJSN4 46/// /3220 10055 40191 53027 92200 333 91225 555 11019 22021=
0108997779999992024010423004+39300-075367FM-13+000399999V0203201N011319999999N999999999+00511+99999102041ADDMD1310331+9999OD159901541999REMSYN068SJSN4 46/// /3222 10051 40204 53033 92300 333 91230 555 11021 22023=
0108997779999992024010500004+39300-075367FM-13+000399999V0203201N012919999999N999999999+00431+99999102161ADDMD1310361+9999OD159901441999REMSYN068SJSN4 46/// /3225 10043 40216 53036 90000 333 91228 555 11024 22026=
0108997779999992024010501004+39300-075367FM-13+000399999V0203301N011319999999N999999999+00341+99999102251ADDMD1110341+9999OD159901241999REMSYN068SJSN4 46/// /3322 10034 40225 51034 90100 333 91224 555 11021 22022=
0108997779999992024010502004+39300-075367FM-13+000399999V0203401N009819999999N999999999+00271+99999102301ADDMD1110261+9999OD159901131999REMSYN068SJSN4 46/// /3419 10027 40230 51026 90200 333 91222 555 11018 22019=
0108997779999992024010503004+39300-075367FM-13+000399999V0203401N009319999999N999999999+00231+99999102381ADDMD1110221+9999OD159901081999REMSYN068SJSN4 46/// /3418 10023 40238 51022 90300 333 91221 555 11017 22019=
0108997779999992024010504004+39300-075367FM-13+000399999V0203301N010319999999N999999999+00191+99999102441ADDMD1310191+9999OD159901181999REMSYN068SJSN4 46/// /3320 10019 40244 53019 90400 333 91223 555 11019 22020=
0108997779999992024010505004+39300-075367FM-13+000399999V0203401N010819999999N999999999+00111+99999102491ADDMD1110191+9999OD159901291999REMSYN068SJSN4 46/// /3421 10011 40249 51019 90500 333 91225 555 11020 22022=
0108997779999992024010506004+39300-075367FM-13+000399999V0203401N007719999999N999999999+00051+99999102471ADDMD1110091+9999OD159900931999REMSYN068SJSN4 46/// /3415 10005 40247 51009 90600 333 91218 555 11014 22016=
0108997779999992024010507004+39300-075367FM-13+000399999V0203401N009319999999N999999999+00021+99999102531ADDMD1310091+9999OD159901081999REMSYN068SJSN4 46/// /3418 10002 40253 53009 90700 333 91221 555 11017 22018=
0108997779999992024010508004+39300-075367FM-13+000399999V0203401N008219999999N999999999-00011+99999102581ADDMD1310091+9999OD159900981999REMSYN068SJSN4 46/// /3416 11001 40258 53009 90800 333 91219 555 11015 22016=
0108997779999992024010509004+39300-075367FM-13+000399999V0203401N009819999999N999999999-00081+99999102611ADDMD1110141+9999OD159901081999REMSYN068SJSN4 46/// /3419 11008 40261 51014 90900 333 91221 555 11018 22019=
0108997779999992024010510004+39300-075367FM-13+000399999V0203401N007719999999N999999999-00131+99999102671ADDMD1310141+9999OD159900931999REMSYN068SJSN4 46/// /3415 11013 40267 53014 91000 333 91218 555 11014 22016=
0108997779999992024010511004+39300-075367FM-13+000399999V0203401N008219999999N999999999-00171+99999102741ADDMD1310161+9999OD159901031999REMSYN068SJSN4 46/// /3416 11017 40274 53016 91100 333 91220 555 11016 22017=
0108997779999992024010512004+39300-075367FM-13+000399999V0203401N007719999999N999999999-00211+99999102831ADDMD1310221+9999OD159900981999REMSYN068SJSN4 46/// /3415 11021 40283 53022 91200 333 91219 555 11015 22016=
0108997779999992024010513004+39300-075367FM-13+000399999V0203401N006719999999N999999999-00201+99999102911ADDMD1310241+9999OD159900821999REMSYN068SJSN4 46/// /3413 11020 40291 53024 91300 333 91216 555 11013 22014=
0108997779999992024010514004+39300-075367FM-13+000399999V0203101N005719999999N999999999-00171+99999102951ADDMD1110211+9999OD159900671999REMSYN068SJSN4 46/// /3111 11017 40295 51021 91400 333 91213 555 11010 22011=
0108997779999992024010515004+39300-075367FM-13+000399999V0203301N005119999999N999999999-00121+99999102951ADDMD1110121+9999OD159900671999REMSYN068SJSN4 46/// /3310 11012 40295 51012 91500 333 91213 555 11010 22011=
0108997779999992024010516004+39300-075367FM-13+000399999V0203101N005719999999N999999999-00071+99999102891ADDMD1990001+9999OD159900721999REMSYN068SJSN4 46/// /3111 11007 40289 50000 91600 333 91214 555 11010 22011=
0108997779999992024010517004+39300-075367FM-13+000399999V0203201N005119999999N999999999-00041+99999102801ADDMD1810151+9999OD159900621999REMSYN068SJSN4 46/// /3210 11004 40280 58015 91700 333 91212 555 11010 22010=
0108997779999992024010518004+39300-075367FM-13+000399999V0203301N003119999999N999999999+00021+99999102691ADDMD1810261+9999OD159900411999REMSYN068SJSN4 46/// /3306 10002 40269 58026 91800 333 91208 555 11005 22006=
0108997779999992024010519004+39300-075367FM-13+000399999V0202601N003619999999N999999999+00141+99999102591ADDMD1810301+9999OD159900511999REMSYN068SJSN4 46/// /2607 10014 40259 58030 91900 333 91210 555 11007 22008=
0108997779999992024010520004+39300-075367FM-13+000399999V0202601N003619999999N999999999+00231+99999102541ADDMD1610261+9999OD159900461999REMSYN068SJSN4 46/// /2607 10023 40254 56026 92000 333 91209 555 11007 22008=
0108997779999992024010521004+39300-075367FM-13+000399999V0202501N005119999999N999999999+00231+99999102511ADDMD1610181+9999OD159900621999REMSYN068SJSN4 46/// /2510 10023 40251 56018 92100 333 91212 555 11010 22010=
0108997779999992024010522004+39300-075367FM-13+000399999V0202601N003619999999N999999999+00201+99999102521ADDMD1610071+9999OD159900461999REMSYN068SJSN4 46/// /2607 10020 40252 56007 92200 333 91209 555 11007 22008=
0108997779999992024010523004+39300-075367FM-13+000399999V0202401N004619999999N999999999+00191+99999102571ADDMD1310031+9999OD159900511999REMSYN068SJSN4 46/// /2409 10019 40257 53003 92300 333 91210 555 11009 22010=
0108997779999992024010600004+39300-075367FM-13+000399999V0202301N004619999999N999999999+99999+99999102601ADDMD1310091+9999OD159900511999REMSYN068SJSN4 46/// /2309 1//// 40260 53009 90000 333 91210 555 11008 22009=
0108997779999992024010601004+39300-075367FM-13+000399999V0202201N003619999999N999999999+00151+99999102551ADDMD1990031+9999OD159900461999REMSYN068SJSN4 46/// /2207 10015 40255 50003 90100 333 91209 555 11007 22008=
0108997779999992024010602004+39300-075367FM-13+000399999V0202201N004119999999N999999999+00151+99999102551ADDMD1990001+9999OD159900511999REMSYN068SJSN4 46/// /2208 10015 40255 50000 90200 333 91210 555 11008 22008=
0108997779999992024010603004+39300-075367FM-13+000399999V0202001N004119999999N999999999+99999+99999102441ADDMD1810161+9999OD159900411999REMSYN068SJSN4 46/// /2008 1//// 40244 58016 90300 333 91208 555 11007 22008=
0108997779999992024010604004+39300-075367FM-13+000399999V0202001N006219999999N999999999+00161+99999102391ADDMD1810161+9999OD159900721999REMSYN068SJSN4 46/// /2012 10016 40239 58016 90400 333 91214 555 11012 22013=
0108997779999992024010605004+39300-075367FM-13+000399999V0202101N006719999999N999999999+00051+99999102391ADDMD1610161+9999OD159900771999REMSYN068SJSN4 46/// /2113 10005 40239 56016 90500 333 91215 555 11012 22013=
0108997779999992024010606004+39300-075367FM-13+000399999V0202001N005119999999N999999999+00101+99999102371ADDMD1610071+9999OD159900621999REMSYN068SJSN4 46/// /2010 10010 40237 56007 90600 333 91212 555 11010 22011=
0108997779999992024010607004+39300-075367FM-13+000399999V0201901N006219999999N999999999+00141+99999102361ADDMD1710031+9999OD159900721999REMSYN068SJSN4 46/// /1912 10014 40236 57003 90700 333 91214 555 11011 22012=
0108997779999992024010608004+39300-075367FM-13+000399999V0201901N006219999999N999999999+00161+99999102321ADDMD1810071+9999OD159900671999REMSYN068SJSN4 46/// /1912 10016 40232 58007 90800 333 91213 555 11011 22012=
0088997779999992024010609004+39300-075367FM-13+000399999V0201801N005719999999N999999999+00191+99999102271ADDOD159900621999REMSYN062SJSN4 46/// /1811 10019 40227 90848 333 91212 555 11010 22011=
0108997779999992024010610004+39300-075367FM-13+000399999V0201801N005719999999N999999999+00171+99999102211ADDMD1810151+9999OD159900621999REMSYN068SJSN4 46/// /1811 10017 40221 58015 91000 333 91212 555 11010 22011=
