0088997270999992025010100004+39350-074420FM-13+001099999V02099999999999999999N999999999+00891+99999100101ADDMD1810531+9999SA1+0631REMSYN054ACYN4 46/// ///// 10089 40010 58053 90000 222// 00063=
0088997270999992025010101004+39350-074420FM-13+001099999V02099999999999999999N999999999+01011+99999099901ADDMD1810551+9999SA1+0641REMSYN054ACYN4 46/// ///// 10101 49990 58055 90100 222// 00064=
0088997270999992025010102004+39350-074420FM-13+001099999V02099999999999999999N999999999+01031+99999100011ADDMD1510311+9999SA1+0641REMSYN054ACYN4 46/// ///// 10103 40001 55031 90200 222// 00064=
0088997270999992025010103004+39350-074420FM-13+001099999V02099999999999999999N999999999+00931+99999099841ADDMD1610261+9999SA1+0641REMSYN054ACYN4 46/// ///// 10093 49984 56026 90300 222// 00064=
0088997270999992025010104004+39350-074420FM-13+001099999V02099999999999999999N999999999+00971+99999099781ADDMD1810121+9999SA1+0641REMSYN054ACYN4 46/// ///// 10097 49978 58012 90400 222// 00064=
0088997270999992025010105004+39350-074420FM-13+001099999V02099999999999999999N999999999+01041+99999099661ADDMD1610351+9999SA1+0641REMSYN054ACYN4 46/// ///// 10104 49966 56035 90500 222// 00064=
0088997270999992025010106004+39350-074420FM-13+001099999V02099999999999999999N999999999+00841+99999099731ADDMD1510111+9999SA1+0641REMSYN054ACYN4 46/// ///// 10084 49973 55011 90600 222// 00064=
0088997270999992025010107004+39350-074420FM-13+001099999V02099999999999999999N999999999+00891+99999099771ADDMD1510001+9999SA1+0641REMSYN054ACYN4 46/// ///// 10089 49977 55000 90700 222// 00064=
0088997270999992025010108004+39350-074420FM-13+001099999V02099999999999999999N999999999+00851+99999099851ADDMD1310191+9999SA1+0641REMSYN054ACYN4 46/// ///// 10085 49985 53019 90800 222// 00064=
0088997270999992025010109004+39350-074420FM-13+001099999V02099999999999999999N999999999+00821+99999099841ADDMD1110111+9999SA1+0641REMSYN054ACYN4 46/// ///// 10082 49984 51011 90900 222// 00064=
0088997270999992025010110004+39350-074420FM-13+001099999V02099999999999999999N999999999+00801+99999099891ADDMD1110121+9999SA1+0641REMSYN054ACYN4 46/// ///// 10080 49989 51012 91000 222// 00064=
0088997270999992025010111004+39350-074420FM-13+001099999V02099999999999999999N999999999+00801+99999099901ADDMD1210051+9999SA1+0641REMSYN054ACYN4 46/// ///// 10080 49990 52005 91100 222// 00064=
0088997270999992025010112004+39350-074420FM-13+001099999V02099999999999999999N999999999+00821+99999099941ADDMD1110101+9999SA1+0641REMSYN054ACYN4 46/// ///// 10082 49994 51010 91200 222// 00064=
0088997270999992025010113004+39350-074420FM-13+001099999V02099999999999999999N999999999+00911+99999099981ADDMD1310091+9999SA1+0641REMSYN054ACYN4 46/// ///// 10091 49998 53009 91300 222// 00064=
0088997270999992025010114004+39350-074420FM-13+001099999V02099999999999999999N999999999+01031+99999100051ADDMD1310151+9999SA1+0641REMSYN054ACYN4 46/// ///// 10103 40005 53015 91400 222// 00064=
0088997270999992025010115004+39350-074420FM-13+001099999V02099999999999999999N999999999+01041+99999100111ADDMD1310171+9999SA1+0641REMSYN054ACYN4 46/// ///// 10104 40011 53017 91500 222// 00064=
0088997270999992025010116004+39350-074420FM-13+001099999V02099999999999999999N999999999+01061+99999100121ADDMD1110141+9999SA1+0641REMSYN054ACYN4 46/// ///// 10106 40012 51014 91600 222// 00064=
0088997270999992025010117004+39350-074420FM-13+001099999V02099999999999999999N999999999+00941+99999100121ADDMD1110071+9999SA1+0651REMSYN054ACYN4 46/// ///// 10094 40012 51007 91700 222// 00065=
0088997270999992025010118004+39350-074420FM-13+001099999V02099999999999999999N999999999+00901+99999100161ADDMD1310051+9999SA1+0651REMSYN054ACYN4 46/// ///// 10090 40016 53005 91800 222// 00065=
0088997270999992025010119004+39350-074420FM-13+001099999V02099999999999999999N999999999+01001+99999100171ADDMD1210051+9999SA1+0651REMSYN054ACYN4 46/// ///// 10100 40017 52005 91900 222// 00065=
0088997270999992025010120004+39350-074420FM-13+001099999V02099999999999999999N999999999+00971+99999100331ADDMD1310211+9999SA1+0661REMSYN054ACYN4 46/// ///// 10097 40033 53021 92000 222// 00066=
0088997270999992025010121004+39350-074420FM-13+001099999V02099999999999999999N999999999+00901+99999100481ADDMD1310321+9999SA1+0671REMSYN054ACYN4 46/// ///// 10090 40048 53032 92100 222// 00067=
0088997270999992025010122004+39350-074420FM-13+001099999V02099999999999999999N999999999+00801+99999100541ADDMD1110371+9999SA1+0671REMSYN054ACYN4 46/// ///// 10080 40054 51037 92200 222// 00067=
0088997270999992025010123004+39350-074420FM-13+001099999V02099999999999999999N999999999+00731+99999100641ADDMD1110311+9999SA1+0681REMSYN054ACYN4 46/// ///// 10073 40064 51031 92300 222// 00068=
0088997270999992025010200004+39350-074420FM-13+001099999V02099999999999999999N999999999+00651+99999100761ADDMD1310281+9999SA1+0671REMSYN054ACYN4 46/// ///// 10065 40076 53028 90000 222// 00067=
0088997270999992025010201004+39350-074420FM-13+001099999V02099999999999999999N999999999+00581+99999100851ADDMD1110311+9999SA1+0671REMSYN054ACYN4 46/// ///// 10058 40085 51031 90100 222// 00067=
0088997270999992025010202004+39350-074420FM-13+001099999V02099999999999999999N999999999+00531+99999100891ADDMD1110251+9999SA1+0671REMSYN054ACYN4 46/// ///// 10053 40089 51025 90200 222// 00067=
0088997270999992025010203004+39350-074420FM-13+001099999V02099999999999999999N999999999+00501+99999100961ADDMD1110201+9999SA1+0661REMSYN054ACYN4 46/// ///// 10050 40096 51020 90300 222// 00066=
0088997270999992025010204004+39350-074420FM-13+001099999V02099999999999999999N999999999+00441+99999101001ADDMD1210151+9999SA1+0661REMSYN054ACYN4 46/// ///// 10044 40100 52015 90400 222// 00066=
0088997270999992025010205004+39350-074420FM-13+001099999V02099999999999999999N999999999+00431+99999101031ADDMD1110141+9999SA1+0641REMSYN054ACYN4 46/// ///// 10043 40103 51014 90500 222// 00064=
0088997270999992025010206004+39350-074420FM-13+001099999V02099999999999999999N999999999+00401+99999101071ADDMD1210111+9999SA1+0621REMSYN054ACYN4 46/// ///// 10040 40107 52011 90600 222// 00062=
0068997270999992025010207004+39350-074420FM-13+001099999V02099999999999999999N999999999+99999+99999101111ADDSA1+0611REMSYN048ACYN4 46/// ///// 1//// 40111 90636 222// 00061=
0088997270999992025010208004+39350-074420FM-13+001099999V02099999999999999999N999999999+00361+99999101221ADDMD1310191+9999SA1+0601REMSYN054ACYN4 46/// ///// 10036 40122 53019 90800 222// 00060=
0088997270999992025010209004+39350-074420FM-13+001099999V02099999999999999999N999999999+00291+99999101281ADDMD1110211+9999SA1+0621REMSYN054ACYN4 46/// ///// 10029 40128 51021 90900 222// 00062=
0088997270999992025010210004+39350-074420FM-13+001099999V02099999999999999999N999999999+00231+99999101361ADDMD1310211+9999SA1+0621REMSYN054ACYN4 46/// ///// 10023 40136 53021 91000 222// 00062=
0088997270999992025010211004+39350-074420FM-13+001099999V02099999999999999999N999999999+00191+99999101391ADDMD1110171+9999SA1+0641REMSYN054ACYN4 46/// ///// 10019 40139 51017 91100 222// 00064=
0088997270999992025010212004+39350-074420FM-13+001099999V02099999999999999999N999999999+00161+99999101451ADDMD1110171+9999SA1+0641REMSYN054ACYN4 46/// ///// 10016 40145 51017 91200 222// 00064=
0088997270999992025010213004+39350-074420FM-13+001099999V02099999999999999999N999999999+00261+99999101511ADDMD1310151+9999SA1+0651REMSYN054ACYN4 46/// ///// 10026 40151 53015 91300 222// 00065=
0088997270999992025010214004+39350-074420FM-13+001099999V02099999999999999999N999999999+00351+99999101601ADDMD1310211+9999SA1+0651REMSYN054ACYN4 46/// ///// 10035 40160 53021 91400 222// 00065=
0088997270999992025010215004+39350-074420FM-13+001099999V02099999999999999999N999999999+00441+99999101651ADDMD1110201+9999SA1+0631REMSYN054ACYN4 46/// ///// 10044 40165 51020 91500 222// 00063=
0088997270999992025010216004+39350-074420FM-13+001099999V02099999999999999999N999999999+00491+99999101621ADDMD1990111+9999SA1+0611REMSYN054ACYN4 46/// ///// 10049 40162 50011 91600 222// 00061=
0088997270999992025010217004+39350-074420FM-13+001099999V02099999999999999999N999999999+00531+99999101531ADDMD1810071+9999SA1+0581REMSYN054ACYN4 46/// ///// 10053 40153 58007 91700 222// 00058=
0088997270999992025010218004+39350-074420FM-13+001099999V02099999999999999999N999999999+00571+99999101461ADDMD1810191+9999SA1+0571REMSYN054ACYN4 46/// ///// 10057 40146 58019 91800 222// 00057=
0088997270999992025010219004+39350-074420FM-13+001099999V02099999999999999999N999999999+00541+99999101441ADDMD1610181+9999SA1+0561REMSYN054ACYN4 46/// ///// 10054 40144 56018 91900 222// 00056=
0088997270999992025010220004+39350-074420FM-13+001099999V02099999999999999999N999999999+00521+99999101451ADDMD1610081+9999SA1+0561REMSYN054ACYN4 46/// ///// 10052 40145 56008 92000 222// 00056=
0088997270999992025010221004+39350-074420FM-13+001099999V02099999999999999999N999999999+00411+99999101511ADDMD1310051+9999SA1+0591REMSYN054ACYN4 46/// ///// 10041 40151 53005 92100 222// 00059=
0088997270999992025010222004+39350-074420FM-13+001099999V02099999999999999999N999999999+00321+99999101551ADDMD1310111+9999SA1+0631REMSYN054ACYN4 46/// ///// 10032 40155 53011 92200 222// 00063=
0088997270999992025010223004+39350-074420FM-13+001099999V02099999999999999999N999999999+00241+99999101611ADDMD1210161+9999SA1+0631REMSYN054ACYN4 46/// ///// 10024 40161 52016 92300 222// 00063=
0088997270999992025010300004+39350-074420FM-13+001099999V02099999999999999999N999999999+00201+99999101671ADDMD1310161+9999SA1+0631REMSYN054ACYN4 46/// ///// 10020 40167 53016 90000 222// 00063=
0088997270999992025010301004+39350-074420FM-13+001099999V02099999999999999999N999999999+00161+99999101721ADDMD1110171+9999SA1+0631REMSYN054ACYN4 46/// ///// 10016 40172 51017 90100 222// 00063=
0088997270999992025010302004+39350-074420FM-13+001099999V02099999999999999999N999999999+00131+99999101691ADDMD1990081+9999SA1+0621REMSYN054ACYN4 46/// ///// 10013 40169 50008 90200 222// 00062=
0088997270999992025010303004+39350-074420FM-13+001099999V02099999999999999999N999999999+00161+99999101701ADDMD1110031+9999SA1+0621REMSYN054ACYN4 46/// ///// 10016 40170 51003 90300 222// 00062=
0088997270999992025010304004+39350-074420FM-13+001099999V02099999999999999999N999999999+00171+99999101681ADDMD1610041+9999SA1+0611REMSYN054ACYN4 46/// ///// 10017 40168 56004 90400 222// 00061=
0088997270999992025010305004+39350-074420FM-13+001099999V02099999999999999999N999999999+00161+99999101641ADDMD1810051+9999SA1+0581REMSYN054ACYN4 46/// ///// 10016 40164 58005 90500 222// 00058=
0088997270999992025010306004+39350-074420FM-13+001099999V02099999999999999999N999999999+00101+99999101641ADDMD1710061+9999SA1+0531REMSYN054ACYN4 46/// ///// 10010 40164 57006 90600 222// 00053=
0088997270999992025010307004+39350-074420FM-13+001099999V02099999999999999999N999999999+00051+99999101671ADDMD1510001+9999SA1+0521REMSYN054ACYN4 46/// ///// 10005 40167 55000 90700 222// 00052=
0088997270999992025010308004+39350-074420FM-13+001099999V02099999999999999999N999999999+00011+99999101681ADDMD1210041+9999SA1+0551REMSYN054ACYN4 46/// ///// 10001 40168 52004 90800 222// 00055=
