Feature,Importance
day_of_year,0.385531503080314
quality_score,0.2237897161043344
lunar_irradiance,0.22133858554586408
gapfilled_ntl,0.08718751430253885
ntl_variability,0.06756361826718589
state_VT,0.011985887930869455
season_other,0.002196255588258803
season_spring,0.0004069191806346968
