Feature,Importance
day_of_year,0.41946658524596786
lunar_irradiance_yj,0.19291053941810304
quality_score,0.1773623829330065
gapfilled_ntl_log,0.08819564811933572
ntl_variability_log,0.06812334864454576
season_other,0.042294048407830964
state_VT,0.009233295696488246
season_spring,0.002414151534721824
