,method,original_skew,new_skew,improvement_pct,new_column
gapfilled_ntl,log1p,1.528439342180153,0.42622466814991006,72.11373350662731,gapfilled_ntl_log
ntl_variability,log1p,12.10993128636534,4.167628713545,65.58503417573175,ntl_variability_log
total_passed,log1p,4.104993636498661,-0.3793870128769244,90.75791471383324,total_passed_log
peak_birds,log1p,3.0694287284796147,-0.029972946767204686,99.02350080687323,peak_birds_log
lunar_irradiance,yeo-johnson,0.11380696003281464,0.004441227783236126,96.09757805501917,lunar_irradiance_yj
peak_speed_mph,yeo-johnson,0.19439855891222108,-0.3867241105765066,-98.93363034194526,peak_speed_mph_yj
peak_altitude_ft,yeo-johnson,0.4942642836871412,-0.8774998556158949,-77.53656992365924,peak_altitude_ft_yj
