date,state,gapfilled_ntl,ntl_variability,lunar_irradiance,quality_score,total_passed,peak_birds,peak_direction,peak_speed_mph,peak_altitude_ft,day_of_year,month,year,season,peak_speed_missing,peak_altitude_missing,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),cloud_cover (%),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (°),dew_point_2m (°C),soil_temperature_0_to_7cm (°C),rain (mm),snowfall (cm),wind_gusts_10m (km/h),wind_speed_100m (km/h),wind_direction_100m (°),vapour_pressure_deficit (kPa),hour
2021-03-29,NJ,128.3590817917394,0.8879641855517731,7.772135848259434,0.9568819080860966,57700.0,73400.0,NNW,18.0,700.0,88,3,2021,spring,0,0,4.515384615384615,64.0,1.1307692307692307,9.615384615384617,1020.8307692307692,6.823076923076924,217.84615384615384,-1.9,7.292307692307692,0.0,0.0,13.453846153846154,13.461538461538462,236.23076923076923,0.3215384615384615,11.076923076923077
2021-03-29,VT,128.48785849630133,0.9706741632208228,0.465589273609082,0.9433727829031155,61600.0,91600.0,NNE,13.0,500.0,88,3,2021,spring,0,0,0.9615384615384616,49.30769230769231,-3.569230769230769,0.1538461538461538,1008.7692307692308,10.830769230769231,202.92307692307693,-9.169230769230769,2.746153846153846,0.0,0.0,29.23846153846154,16.946153846153848,278.38461538461536,0.3561538461538461,11.076923076923077
2021-03-30,NJ,89.0,0.0,6.61931705659554,0.9809889470622456,1112300.0,332400.0,NE,54.0,3000.0,89,3,2021,spring,0,0,10.146153846153847,78.84615384615384,6.815384615384615,68.61538461538461,1019.0692307692308,17.046153846153846,184.0,6.584615384615384,10.33846153846154,0.0,0.0,33.47692307692308,32.63076923076923,186.69230769230768,0.2607692307692307,11.076923076923077
2021-03-30,VT,89.01851245390525,0.0734978055084537,0.355151811866046,0.995484821456306,1963400.0,548200.0,NNE,52.0,1600.0,89,3,2021,spring,0,0,12.353846153846153,37.76923076923077,5.861538461538462,67.92307692307692,1006.9230769230768,29.56153846153846,180.30769230769232,-1.8153846153846152,9.346153846153848,0.0,0.0,64.87692307692308,47.84615384615385,181.84615384615384,0.9153846153846156,11.076923076923077
2021-03-31,NJ,63.967018964514246,0.0470144110551473,8.21572041004544,0.9973705642815592,9400.0,25500.0,Low activity,-1.0,-1.0,90,3,2021,spring,1,1,11.276923076923076,90.3846153846154,8.961538461538462,100.0,1004.0,16.353846153846153,255.46153846153845,9.7,12.146153846153847,1.9769230769230768,0.0,34.223076923076924,28.27692307692308,258.46153846153845,0.1115384615384615,11.076923076923077
2021-03-31,VT,64.0,0.0,0.5034727320728433,0.9999977812390448,12800.0,57800.0,NNE,5.0,1900.0,90,3,2021,spring,0,0,10.592307692307692,85.76923076923077,7.315384615384615,100.0,1000.1076923076924,19.407692307692308,218.15384615384616,7.946153846153846,9.953846153846154,0.6461538461538462,0.0,45.66923076923077,32.49230769230769,271.61538461538464,0.2584615384615384,11.076923076923077
2021-04-01,NJ,45.092156835369416,0.0268849629279502,9.087043738291037,1.0,9300.0,19900.0,Low activity,-1.0,-1.0,91,4,2021,spring,1,1,1.6615384615384616,56.23076923076923,-3.715384615384615,0.4615384615384615,1013.0,16.700000000000003,312.84615384615387,-6.338461538461539,5.769230769230769,0.0,0.0,34.5,29.423076923076923,316.38461538461536,0.3207692307692307,11.076923076923077
2021-04-01,VT,45.10000000000002,2.131628207280301e-14,0.5035793255833619,1.0,10600.0,28500.0,Low activity,-1.0,-1.0,91,4,2021,spring,1,1,-1.776923076923077,57.46153846153846,-7.915384615384616,93.84615384615384,1003.953846153846,20.638461538461534,260.3076923076923,-9.2,1.4692307692307691,0.0,0.0323076923076923,50.53846153846154,31.13076923076923,260.61538461538464,0.2253846153846154,11.076923076923077
2021-04-02,NJ,31.0760167539267,0.2368260627813165,8.088800037027948,0.9791669575334496,9200.0,19800.0,Low activity,-1.0,-1.0,92,4,2021,spring,1,1,-0.8846153846153846,47.30769230769231,-5.892307692307692,12.846153846153848,1021.0846153846154,11.53076923076923,320.9230769230769,-10.915384615384616,2.607692307692308,0.0,0.0,24.5,23.638461538461534,326.38461538461536,0.3153846153846154,11.076923076923077
2021-04-02,VT,31.16010224050481,0.1494885429870021,0.476150394538105,0.9937320003017516,10600.0,27600.0,Low activity,-1.0,-1.0,92,4,2021,spring,1,1,-0.8153846153846154,48.15384615384615,-5.746153846153846,44.46153846153846,1009.7769230769233,11.584615384615384,311.2307692307692,-10.538461538461538,0.2,0.0,0.0,28.57692307692308,19.453846153846158,313.6923076923077,0.3023076923076923,11.076923076923077
2021-04-03,NJ,20.60465107620709,0.1328720067060408,8.217467623990778,0.96143339150669,16300.0,37000.0,Low activity,-1.0,-1.0,93,4,2021,spring,1,1,5.06923076923077,51.69230769230769,1.0,94.3846153846154,1018.1615384615384,9.584615384615384,244.07692307692307,-4.146153846153846,6.392307692307692,0.0,0.0,19.153846153846157,21.79230769230769,248.6153846153846,0.43,11.076923076923077
2021-04-03,VT,20.49755137540992,2.5375170562075486,0.6060617129956651,0.992334180900018,52800.0,86500.0,N,6.0,800.0,93,4,2021,spring,0,0,3.0461538461538464,49.61538461538461,-0.2461538461538461,29.846153846153847,1009.953846153846,4.1923076923076925,191.3846153846154,-7.6,1.6923076923076923,0.0,0.0,11.538461538461538,6.561538461538461,231.92307692307693,0.43,11.076923076923077
2021-04-04,NJ,13.095202792321125,1.9593321926740108,9.113209614182855,0.998131471785922,8700.0,19800.0,Low activity,-1.0,-1.0,94,4,2021,spring,1,1,8.038461538461538,59.38461538461539,4.146153846153846,1.0,1011.1384615384616,12.930769230769233,307.0769230769231,0.4846153846153846,9.3,0.0,0.0,25.484615384615385,26.423076923076923,313.0769230769231,0.4507692307692308,11.076923076923077
2021-04-04,VT,13.372126593625056,1.2778383676068623,0.6158975572946661,0.9937763755208542,10200.0,26900.0,Low activity,-1.0,-1.0,94,4,2021,spring,1,1,7.392307692307692,54.30769230769231,3.0846153846153848,47.46153846153846,1004.4307692307692,15.046153846153846,298.46153846153845,-1.484615384615385,6.0,0.0,0.0,35.392307692307696,26.26923076923077,350.0,0.4930769230769231,11.076923076923077
2021-04-05,NJ,0.5,0.0,6.852442137688134,0.9998766724840022,12700.0,28100.0,Low activity,-1.0,-1.0,95,4,2021,spring,1,1,9.915384615384616,43.92307692307692,5.492307692307692,36.53846153846154,1009.4846153846154,13.6,322.2307692307692,-2.253846153846154,11.415384615384616,0.0,0.0,28.192307692307693,28.29230769230769,329.2307692307692,0.7407692307692307,11.076923076923077
2021-04-05,VT,0.5,0.0,0.4691400243569129,0.9991901522513766,10000.0,27100.0,Low activity,-1.0,-1.0,95,4,2021,spring,1,1,6.923076923076923,50.0,2.353846153846154,68.3076923076923,1002.2461538461538,14.923076923076923,319.0769230769231,-3.146153846153846,7.115384615384615,0.0,0.0,34.97692307692308,26.207692307692305,296.7692307692308,0.5346153846153846,11.076923076923077
2021-04-06,NJ,0.5,0.0,7.4268212530869055,0.9918813263525306,54000.0,81100.0,NE,11.0,1300.0,96,4,2021,spring,0,0,8.992307692307692,47.76923076923077,5.215384615384616,24.923076923076923,1009.5923076923076,9.66153846153846,265.7692307692308,-1.7615384615384615,10.615384615384617,0.0,0.0,18.023076923076925,21.384615384615383,166.76923076923077,0.6346153846153846,11.076923076923077
2021-04-06,VT,0.5,0.0,0.4598795196080137,0.9991901522513766,74100.0,145200.0,NE,9.0,1000.0,96,4,2021,spring,0,0,8.838461538461539,68.15384615384616,5.838461538461539,38.30769230769231,1003.6538461538462,11.115384615384617,208.6153846153846,2.9923076923076923,8.107692307692307,0.0,0.0,26.73846153846154,18.661538461538463,203.07692307692307,0.3876923076923076,11.076923076923077
2021-04-07,NJ,0.5,0.0,8.14947954349747,0.9737149505526468,175500.0,195700.0,N,21.0,1800.0,97,4,2021,spring,0,0,8.523076923076923,73.6923076923077,5.838461538461539,4.461538461538462,1012.4153846153846,8.576923076923077,130.53846153846155,3.930769230769231,10.353846153846153,0.0,0.0,16.023076923076925,19.23076923076923,137.6153846153846,0.3123076923076923,11.076923076923077
2021-04-07,VT,0.5,0.0,0.4898390462680991,0.999747061251115,737900.0,646900.0,NE,19.0,1700.0,97,4,2021,spring,0,0,9.830769230769231,80.53846153846153,7.346153846153846,58.30769230769231,1005.7923076923076,11.284615384615384,192.53846153846155,6.453846153846154,9.2,0.0,0.0,25.838461538461537,17.792307692307695,198.92307692307693,0.28,11.076923076923077
2021-04-08,NJ,0.5,0.0,9.025622173572524,0.9962559627690516,118400.0,138900.0,NNE,28.0,1500.0,98,4,2021,spring,0,0,8.415384615384616,86.84615384615384,6.276923076923077,60.15384615384615,1014.676923076923,8.169230769230769,135.53846153846155,6.238461538461538,10.776923076923076,0.0,0.0,15.430769230769233,17.0,144.92307692307693,0.1646153846153846,11.076923076923077
2021-04-08,VT,0.5,0.0,0.6388852918872765,0.99983137416741,4277800.0,2035900.0,NE,36.0,2200.0,98,4,2021,spring,0,0,13.16153846153846,72.23076923076923,11.484615384615385,32.46153846153846,1004.9923076923076,9.753846153846151,195.15384615384616,8.115384615384615,11.453846153846154,0.0,0.0,21.82307692307692,16.792307692307695,193.23076923076923,0.4507692307692308,11.076923076923077
2021-04-09,NJ,0.5,0.0,8.452377484068425,0.99343339150669,14200.0,24400.0,Low activity,-1.0,-1.0,99,4,2021,spring,1,1,9.961538461538462,90.3076923076923,8.5,84.07692307692308,1013.8846153846154,7.230769230769231,116.92307692307692,8.423076923076923,11.092307692307692,0.023076923076923,0.0,15.061538461538465,13.884615384615383,134.0,0.1215384615384615,11.076923076923077
2021-04-09,VT,0.5,0.0,0.5780149362424458,1.0,1112200.0,633000.0,NE,31.0,2100.0,99,4,2021,spring,0,0,17.153846153846153,50.0,14.246153846153844,63.92307692307692,1004.1538461538462,15.361538461538462,178.6153846153846,6.330769230769231,15.084615384615384,0.0,0.0,34.47692307692308,27.09230769230769,184.6153846153846,1.033846153846154,11.076923076923077
2021-04-10,NJ,0.5,0.0,7.935152746624784,0.9874438627108784,140200.0,109400.0,N,19.0,900.0,100,4,2021,spring,0,0,13.623076923076924,98.07692307692308,13.23076923076923,100.0,1002.1692307692308,9.83846153846154,154.46153846153845,13.292307692307691,14.353846153846153,0.0307692307692307,0.0,18.77692307692308,17.953846153846154,163.84615384615384,0.0361538461538461,11.076923076923077
2021-04-10,VT,0.5,0.0,0.4916684891778092,0.9982937728255032,545100.0,436100.0,NE,22.0,1900.0,100,4,2021,spring,0,0,15.276923076923076,76.53846153846153,15.16153846153846,44.23076923076923,995.9615384615385,4.538461538461538,171.53846153846155,10.792307692307691,14.623076923076924,0.0,0.0,12.930769230769233,6.746153846153846,178.07692307692307,0.4884615384615385,11.076923076923077
2021-04-11,NJ,0.5,0.0,8.797834882165196,0.9940779522978476,19100.0,43600.0,NNW,15.0,2300.0,101,4,2021,spring,0,0,9.23076923076923,96.6923076923077,6.346153846153846,100.0,997.8153846153848,17.43076923076923,60.53846153846154,8.723076923076924,10.692307692307692,0.4384615384615384,0.0,34.684615384615384,30.161538461538463,65.23076923076923,0.0369230769230769,11.076923076923077
2021-04-11,VT,0.5,0.0,0.4281462222288583,0.9991790584466012,65100.0,80900.0,N,14.0,1100.0,101,4,2021,spring,0,0,15.007692307692308,67.07692307692308,13.376923076923076,99.76923076923076,992.9769230769232,10.169230769230769,160.53846153846155,8.915384615384616,14.176923076923078,0.0,0.0,26.653846153846157,17.47692307692308,163.84615384615384,0.566923076923077,11.076923076923077
2021-04-12,NJ,0.5,0.0,7.693600442469807,0.9885933682373472,9300.0,20500.0,Low activity,-1.0,-1.0,102,4,2021,spring,1,1,7.146153846153847,92.23076923076924,4.715384615384616,90.6923076923077,1008.676923076923,9.807692307692308,62.07692307692308,5.992307692307692,8.015384615384615,0.123076923076923,0.0,21.607692307692307,17.423076923076923,40.38461538461539,0.0776923076923077,11.076923076923077
2021-04-12,VT,0.5,0.0,0.4875146618302218,0.9993432467572808,56900.0,88500.0,N,9.0,1200.0,102,4,2021,spring,0,0,11.815384615384614,70.46153846153847,9.576923076923077,63.53846153846154,1000.7692307692308,9.169230769230769,118.15384615384616,6.315384615384615,12.415384615384616,0.0,0.0,21.76153846153846,14.384615384615383,138.46153846153845,0.4599999999999999,11.076923076923077
2021-04-13,NJ,0.5,0.0,8.110569918805611,0.9805072716695752,379200.0,197700.0,NE,27.0,1100.0,103,4,2021,spring,0,0,8.438461538461539,81.3076923076923,6.084615384615384,13.923076923076923,1013.0153846153846,8.307692307692308,229.6153846153846,5.3538461538461535,9.907692307692308,0.0,0.0,15.6,17.107692307692307,248.07692307692307,0.2261538461538461,11.076923076923077
2021-04-13,VT,0.5,0.0,0.5062072607749895,0.9990814329645752,153200.0,138300.0,NE,21.0,3500.0,103,4,2021,spring,0,0,12.038461538461538,69.38461538461539,9.853846153846153,64.3076923076923,1004.6923076923076,9.253846153846151,202.6153846153846,6.269230769230769,11.73076923076923,0.0,0.0,21.9,16.776923076923076,229.23076923076923,0.4707692307692308,11.076923076923077
2021-04-14,NJ,0.5,0.0,7.822705910906299,0.9986806282722512,44100.0,48500.0,NE,20.0,1500.0,104,4,2021,spring,0,0,11.892307692307693,94.92307692307692,10.86153846153846,98.46153846153848,1006.0923076923076,9.46923076923077,213.7692307692308,11.107692307692307,12.115384615384617,0.0692307692307692,0.0,18.884615384615383,18.21538461538461,219.23076923076923,0.0738461538461538,11.076923076923077
2021-04-14,VT,0.5,0.0,0.4996834688068612,0.9984535236142728,525100.0,620800.0,NNE,17.0,2100.0,104,4,2021,spring,0,0,12.623076923076924,63.23076923076923,10.384615384615383,46.38461538461539,999.546153846154,8.623076923076923,152.23076923076923,5.392307692307692,12.1,0.0153846153846153,0.0,20.07692307692308,16.03076923076923,153.30769230769232,0.5769230769230769,11.076923076923077
2021-04-15,NJ,0.5,0.0,8.12151364529371,0.9829947643979058,9700.0,23200.0,Low activity,-1.0,-1.0,105,4,2021,spring,1,1,6.93076923076923,80.6923076923077,3.4923076923076923,35.23076923076923,1000.4923076923076,13.884615384615383,310.9230769230769,3.853846153846154,9.146153846153847,0.0153846153846153,0.0,28.17692307692308,25.82307692307692,315.6923076923077,0.1892307692307692,11.076923076923077
2021-04-15,VT,0.5,0.0,0.5063631470268546,0.9991590895980048,12200.0,30300.0,Low activity,-1.0,-1.0,105,4,2021,spring,1,1,5.007692307692308,99.15384615384616,1.3846153846153846,99.92307692307692,994.5769230769232,16.523076923076925,146.07692307692307,4.861538461538462,6.561538461538461,1.1153846153846154,0.0,37.65384615384615,30.246153846153845,141.69230769230768,0.0076923076923076,11.076923076923077
2021-04-16,NJ,0.5,0.0,6.674845231205473,0.9945107620709714,10400.0,26100.0,Low activity,-1.0,-1.0,106,4,2021,spring,1,1,7.269230769230769,76.61538461538461,3.5307692307692307,59.38461538461539,1001.8692307692309,15.261538461538462,301.6923076923077,3.407692307692308,8.792307692307691,0.0076923076923076,0.0,31.76923076923077,27.1,305.15384615384613,0.2453846153846153,11.076923076923077
2021-04-16,VT,0.5,0.0,0.4573121953463581,0.999951187258987,9800.0,57400.0,SSE,1.0,1300.0,106,4,2021,spring,0,0,2.515384615384616,99.76923076923076,-1.0846153846153843,100.0,995.453846153846,13.076923076923077,299.53846153846155,2.4692307692307693,3.5846153846153848,0.6923076923076923,0.0,30.607692307692307,20.13076923076923,139.92307692307693,0.0023076923076923,11.076923076923077
2021-04-17,NJ,0.5,0.0,7.330968551424278,0.9745596276905176,68300.0,76300.0,ENE,15.0,1300.0,107,4,2021,spring,0,0,7.761538461538461,72.92307692307692,4.9692307692307685,68.61538461538461,1005.0692307692308,8.146153846153847,305.84615384615387,3.0846153846153848,8.915384615384616,0.0,0.0,16.353846153846153,17.915384615384617,311.15384615384613,0.3023076923076923,11.076923076923077
2021-04-17,VT,0.5,0.0,0.4592668830294695,0.9991746209246908,55000.0,86700.0,NE,16.0,900.0,107,4,2021,spring,0,0,6.023076923076923,66.15384615384616,2.607692307692308,81.46153846153847,997.123076923077,9.084615384615384,189.53846153846155,-0.0307692307692307,6.06923076923077,0.0,0.0,23.09230769230769,14.761538461538462,241.30769230769232,0.3346153846153846,11.076923076923077
2021-04-18,NJ,0.5,0.0,8.689054848272503,0.996127981384526,1761500.0,873400.0,NE,30.0,1100.0,108,4,2021,spring,0,0,9.015384615384615,77.0,6.607692307692308,18.53846153846154,1006.3384615384616,8.353846153846153,243.07692307692307,5.015384615384615,9.884615384615383,0.0,0.0,15.5,18.5,249.3846153846154,0.2892307692307692,11.076923076923077
2021-04-18,VT,0.5,0.0,0.5293398937590119,0.9995362789603774,474100.0,271000.0,NE,24.0,1200.0,108,4,2021,spring,0,0,7.93076923076923,71.07692307692308,5.646153846153847,33.30769230769231,996.8692307692309,6.153846153846154,221.6153846153846,2.669230769230769,7.753846153846154,0.0,0.0,16.06153846153846,9.938461538461535,253.84615384615384,0.3446153846153846,11.076923076923077
2021-04-19,NJ,0.5,0.0,8.642789599564127,0.9935264688772544,763700.0,390200.0,NE,26.0,1200.0,109,4,2021,spring,0,0,9.1,78.38461538461539,6.4,3.5384615384615383,1007.3153846153848,10.8,245.6153846153846,5.423076923076923,10.484615384615385,0.0,0.0,19.82307692307692,23.53846153846154,249.84615384615384,0.2684615384615385,11.076923076923077
2021-04-19,VT,0.581792403849994,0.804766570797018,0.5728356985484664,0.9992922152553128,2717800.0,1314200.0,NNE,35.0,1300.0,109,4,2021,spring,0,0,10.238461538461538,70.15384615384616,7.838461538461539,28.384615384615383,996.0923076923076,8.846153846153847,184.0,4.961538461538462,9.953846153846154,0.0153846153846153,0.0,22.62307692307692,16.515384615384615,187.15384615384616,0.3892307692307692,11.076923076923077
2021-04-20,NJ,0.6956188481675393,1.5577325679180622,6.7747252632429324,0.9969633507853404,2214600.0,815500.0,NE,54.0,2400.0,110,4,2021,spring,0,0,13.669230769230769,53.84615384615385,9.515384615384615,21.153846153846157,1006.1384615384616,19.46923076923077,193.7692307692308,4.484615384615385,14.16153846153846,0.0,0.0,39.107692307692304,36.16153846153846,196.46153846153845,0.7246153846153847,11.076923076923077
2021-04-20,VT,5.681996086105674,6.200005423265127,0.6885797664043062,0.9941535648832264,173600.0,261200.0,ENE,9.0,1900.0,110,4,2021,spring,0,0,8.261538461538462,48.92307692307692,3.8461538461538463,89.53846153846153,1000.6692307692308,13.976923076923075,278.38461538461536,-2.0846153846153848,9.007692307692308,0.0076923076923076,0.0,35.107692307692304,23.00769230769231,276.61538461538464,0.5807692307692307,11.076923076923077
2021-04-21,NJ,20.099999999999994,7.105427357601002e-15,6.858507452952439,0.9851122745782432,8700.0,23600.0,Low activity,-1.0,-1.0,111,4,2021,spring,1,1,4.069230769230769,51.61538461538461,-1.8615384615384616,35.53846153846154,1004.7769230769233,21.53846153846154,298.61538461538464,-5.076923076923077,8.792307692307691,0.0,0.0,45.55384615384616,35.35384615384616,299.84615384615387,0.4053846153846154,11.076923076923077
2021-04-21,VT,20.1,0.0,0.4402511097500486,0.9991479957932292,9900.0,69200.0,S,0.0,1600.0,111,4,2021,spring,0,0,-0.4615384615384615,73.6923076923077,-6.046153846153846,97.84615384615384,994.2230769230767,19.85384615384616,326.6923076923077,-4.7,2.0153846153846158,0.0,0.3661538461538461,45.57692307692308,30.29230769230769,327.6923076923077,0.1538461538461538,11.076923076923077
2021-04-22,NJ,28.86882745782432,0.0775824379951854,7.121504309770852,0.9888516579406632,9300.0,20900.0,Low activity,-1.0,-1.0,112,4,2021,spring,1,1,4.592307692307693,44.15384615384615,-0.9307692307692308,18.307692307692307,1010.9,17.43846153846154,276.6923076923077,-6.807692307692308,7.061538461538461,0.0,0.0,37.59230769230769,31.32307692307692,279.61538461538464,0.4853846153846153,11.076923076923077
2021-04-22,VT,28.899999999999988,1.4210854715202004e-14,0.4394691333474165,0.997668082236156,15300.0,32000.0,Low activity,-1.0,-1.0,112,4,2021,spring,1,1,2.2384615384615385,49.76923076923077,-3.661538461538462,73.53846153846153,993.6461538461538,20.04615384615385,289.84615384615387,-7.1923076923076925,1.8384615384615384,0.0,0.0053846153846153,47.03846153846154,33.05384615384615,291.61538461538464,0.3638461538461539,11.076923076923077
2021-04-23,NJ,40.99045351948808,0.3909950153865523,8.257479980986025,0.9593694008144268,185900.0,97400.0,NE,35.0,700.0,113,4,2021,spring,0,0,9.330769230769231,55.30769230769231,5.269230769230769,26.76923076923077,1011.0230769230768,13.73076923076923,254.84615384615384,0.4153846153846154,10.353846153846153,0.0,0.0,27.76923076923077,28.23076923076923,260.38461538461536,0.5592307692307692,11.076923076923077
2021-04-23,VT,40.929713202958936,0.3359876306310584,0.4309187637739756,0.9523121707913432,254300.0,153300.0,NNE,29.0,700.0,113,4,2021,spring,0,0,8.246153846153847,53.30769230769231,3.8846153846153846,37.53846153846154,996.3538461538462,14.438461538461535,235.6153846153846,-1.0230769230769232,7.423076923076923,0.0,0.0,32.723076923076924,24.53846153846154,250.53846153846155,0.5399999999999999,11.076923076923077
2021-04-24,NJ,56.99819522978476,0.4395501434537023,7.991918854507448,0.9189016870273414,60300.0,125200.0,NNE,22.0,1500.0,114,4,2021,spring,0,0,10.846153846153848,69.76923076923077,7.938461538461539,99.6923076923077,1004.5538461538462,11.676923076923078,126.0,4.923076923076923,12.184615384615386,0.6615384615384615,0.0,26.115384615384617,22.146153846153844,137.30769230769232,0.44,11.076923076923077
2021-04-24,VT,56.84606014617196,0.1939259806490098,0.3728006858776966,0.99546929012962,2217000.0,1478700.0,NNE,25.0,2900.0,114,4,2021,spring,0,0,12.684615384615386,52.15384615384615,10.123076923076924,71.53846153846153,997.9923076923076,7.261538461538462,206.0,2.5384615384615383,10.846153846153848,0.0,0.0,18.553846153846152,11.907692307692306,236.0,0.7730769230769231,11.076923076923077
2021-04-25,NJ,80.22434112856311,0.0429141272378441,8.524015663161562,0.999979057591623,10200.0,23200.0,Low activity,-1.0,-1.0,115,4,2021,spring,1,1,9.723076923076924,63.30769230769231,6.153846153846154,18.307692307692307,1006.8,13.992307692307692,308.0,3.023076923076923,11.115384615384617,0.0,0.0,28.27692307692308,27.653846153846157,311.6923076923077,0.4561538461538461,11.076923076923077
