date,total_passed,peak_birds,peak_direction,peak_speed_mph,peak_altitude_ft
2024-09-02,1242500,1532100,S,26.0,1600.0
2024-09-03,270700,553000,S,9.0,1300.0
2024-09-04,48200,144400,WSW,14.0,1500.0
2024-09-05,14600,160000,W,10.0,1000.0
2024-09-06,402600,510700,WSW,18.0,800.0
2024-09-07,141600,290000,SE,16.0,900.0
2024-09-08,323500,451000,SSE,16.0,1000.0
2024-09-09,2806100,2405800,S,21.0,1700.0
2024-09-10,3455700,3398100,S,23.0,2100.0
2024-09-11,368200,488100,WSW,10.0,1500.0
2024-09-12,777200,941900,WSW,13.0,1500.0
2024-09-13,7303100,3793800,SW,26.0,3000.0
2024-09-14,4006600,3338400,SW,20.0,2500.0
2024-09-15,291800,687300,SW,12.0,2600.0
2024-09-16,96700,155100,S,7.0,2900.0
2024-09-17,1108500,1178500,SW,11.0,2100.0
2024-09-18,3657300,2370700,SW,23.0,2200.0
2024-09-19,6108300,3501400,SW,23.0,1600.0
2024-09-20,617100,1792800,SW,18.0,1400.0
2024-09-21,1411900,1483000,SW,17.0,2000.0
2024-09-22,128600,318800,SW,10.0,1200.0
2024-09-23,138300,272900,SW,13.0,1000.0
2024-09-24,306100,670600,WSW,15.0,1200.0
2024-09-25,500,16800,—,-,-
2024-09-26,1675800,1943300,SSE,23.0,2600.0
2024-09-27,9353900,5862000,SSW,22.0,2100.0
2024-09-28,1715300,1730900,SW,15.0,2500.0
2024-09-29,4641500,2527400,SSW,26.0,3000.0
2024-09-30,4210300,4434000,SW,19.0,1900.0
2024-10-01,26300,84900,SW,12.0,1400.0
2024-10-02,144400,198900,SSE,14.0,1800.0
2024-10-03,636300,682300,S,16.0,3000.0
2024-10-04,374700,886500,S,17.0,1600.0
2024-10-05,11110600,7752100,SSW,28.0,2100.0
2024-10-06,6700,32100,—,-,-
2024-10-07,1236600,817100,S,25.0,1400.0
2024-10-08,90900,305400,S,12.0,2300.0
2024-10-09,893200,865500,S,26.0,1500.0
2024-10-10,1130000,742200,S,30.0,1400.0
2024-10-11,46300,65500,SE,29.0,1000.0
2024-10-12,7264500,4892200,S,26.0,1900.0
2024-10-13,29800,660700,SW,22.0,1200.0
2024-10-14,922100,1280500,SSE,28.0,2100.0
2024-10-15,28400,177500,SE,20.0,1300.0
2024-10-16,4026800,2135200,SSW,29.0,2800.0
2024-10-17,2483000,1280600,SSW,32.0,2700.0
2024-10-18,1198200,1014300,SSW,22.0,3800.0
2024-10-19,61000,70900,SE,13.0,2700.0
2024-10-20,25600,26300,—,-,-
2024-10-21,1829700,1329200,SSW,24.0,2900.0
2024-10-22,31900,105100,SW,9.0,3800.0
2024-10-23,617500,843700,S,29.0,1800.0
2024-10-24,4132900,2507600,SSW,32.0,2800.0
2024-10-25,17500,45600,—,-,-
2024-10-26,308200,185000,SSE,31.0,1400.0
2024-10-27,33600,120400,ESE,9.0,2700.0
2024-10-28,188300,248600,WSW,18.0,1500.0
2024-10-29,1200,81400,SE,28.0,4100.0
2024-10-30,4000,17800,—,-,-
2024-10-31,400,23700,—,-,-
2024-11-01,740100,661400,S,27.0,1400.0
2024-11-02,460500,277700,S,26.0,2200.0
2024-11-03,434300,366800,SW,28.0,4100.0
2024-11-04,400,14500,—,-,-
2024-11-05,400,7400,—,-,-
2024-11-06,124500,91900,SSE,18.0,1500.0
2024-11-07,181200,139600,SSE,24.0,2100.0
2024-11-08,194300,93800,S,38.0,1500.0
2024-11-09,253100,207300,SSW,28.0,3800.0
2024-11-10,300,25000,—,-,-
2024-11-11,5700,197500,SSE,24.0,1600.0
2024-11-12,322300,185200,SSW,43.0,2000.0
2024-11-13,48900,39100,—,-,-
2024-11-14,18200,74700,S,6.0,700.0
2024-11-15,-,-,-,-,-
2025-03-01,1000,18400,—,-,-
2025-03-02,1100,20600,—,-,-
2025-03-03,4500,22900,—,-,-
2025-03-04,18300,26600,—,-,-
2025-03-05,3800,24800,—,-,-
2025-03-06,800,58000,NE,15.0,2500.0
2025-03-07,1400,55300,ENE,8.0,2500.0
2025-03-08,3300,36800,—,-,-
2025-03-09,16300,182500,NE,5.0,2300.0
2025-03-10,41300,65800,N,24.0,700.0
2025-03-11,3900,13200,—,-,-
2025-03-12,2600,19600,—,-,-
2025-03-13,37900,44500,—,-,-
2025-03-14,173900,82000,NNE,42.0,1500.0
2025-03-15,49800,30900,—,-,-
2025-03-16,8600,26900,—,-,-
2025-03-17,300,8600,—,-,-
2025-03-18,182400,99700,NNE,25.0,1500.0
2025-03-19,354900,138500,NNE,44.0,2000.0
2025-03-20,8500,72900,N,7.0,1500.0
2025-03-21,17700,31400,—,-,-
2025-03-22,8800,74700,NE,28.0,2200.0
2025-03-23,4100,11100,—,-,-
2025-03-24,6900,27300,—,-,-
2025-03-25,8700,29900,—,-,-
2025-03-26,2600,28600,—,-,-
2025-03-27,30700,36400,—,-,-
2025-03-28,7900,213400,NE,12.0,1300.0
2025-03-29,300,7500,—,-,-
2025-03-30,29900,47200,—,-,-
2025-03-31,24000,63200,NE,28.0,1700.0
2025-04-01,5700,11900,—,-,-
2025-04-02,11400,123600,N,17.0,2200.0
2025-04-03,357600,247900,ENE,25.0,1100.0
2025-04-04,204900,285700,NNE,15.0,1700.0
2025-04-05,12900,69600,NNE,24.0,2200.0
2025-04-06,7100,20300,—,-,-
2025-04-07,89500,80700,NNE,24.0,1700.0
2025-04-08,400,22300,—,-,-
2025-04-09,111100,102300,NE,19.0,1600.0
2025-04-10,47800,134800,N,24.0,2100.0
2025-04-11,45800,87000,N,20.0,1800.0
2025-04-12,600,13400,—,-,-
2025-04-13,49400,85300,NNE,13.0,1200.0
2025-04-14,5288600,3981600,NNE,38.0,1900.0
2025-04-15,70400,156700,NE,30.0,1400.0
2025-04-16,2700,10400,—,-,-
2025-04-17,333500,311400,NNE,21.0,1000.0
2025-04-18,3764500,3231100,NE,45.0,1500.0
2025-04-19,138500,197400,ENE,24.0,1300.0
2025-04-20,64400,156900,N,6.0,1400.0
2025-04-21,590500,817400,N,44.0,1700.0
2025-04-22,216600,285100,ENE,20.0,1600.0
2025-04-23,700200,907800,NNE,14.0,1200.0
2025-04-24,2087900,4382400,NNE,22.0,2000.0
2025-04-25,1503800,1397000,NNE,38.0,3000.0
2025-04-26,34300,180500,NNE,20.0,1400.0
2025-04-27,29700,68300,NNE,15.0,1200.0
2025-04-28,6396900,3117000,NNE,31.0,2200.0
2025-04-29,844300,925600,NNE,49.0,1700.0
2025-04-30,58300,122700,NNE,9.0,1300.0
2025-05-01,183200,934800,NNE,39.0,2300.0
2025-05-02,2954300,1764100,NE,22.0,1400.0
2025-05-03,61300,394400,NNE,15.0,1500.0
2025-05-04,50100,164700,NNW,12.0,1500.0
2025-05-05,111600,289200,NNW,29.0,1600.0
2025-05-06,2338800,1332100,NNE,40.0,2300.0
2025-05-07,145900,915500,ENE,23.0,1200.0
2025-05-08,24100,123800,NNE,8.0,1500.0
2025-05-09,500,37300,—,-,-
2025-05-10,1619700,1471400,NE,32.0,1000.0
2025-05-11,3786000,2858900,NNE,22.0,1700.0
2025-05-12,5000200,4914900,NE,20.0,2100.0
2025-05-13,4231600,3791200,NNE,41.0,2200.0
2025-05-14,178500,183300,NNE,28.0,1900.0
2025-05-15,2419900,2116300,NE,30.0,2000.0
2025-05-16,7789200,3892700,NE,29.0,2300.0
2025-05-17,202200,1187900,ENE,23.0,1400.0
2025-05-18,8100,54500,ENE,16.0,1000.0
2025-05-19,200,53500,NNE,8.0,1900.0
2025-05-20,64300,150900,N,8.0,1200.0
2025-05-21,258600,850300,N,26.0,1500.0
2025-05-22,1900,105700,NW,9.0,2000.0
2025-05-23,21100,316100,NE,10.0,3800.0
2025-05-24,208500,532900,NE,19.0,1100.0
2025-05-25,1966000,2073500,NE,23.0,1000.0
2025-05-26,4454400,3316300,NE,23.0,1900.0
2025-05-27,4167800,2377600,NE,27.0,2700.0
2025-05-28,898600,1451100,NE,32.0,2200.0
2025-05-29,256800,275400,NNE,29.0,1400.0
2025-05-30,597600,871500,NNE,21.0,1200.0
2025-05-31,4800,108300,NE,18.0,1300.0
2025-06-01,185900,362800,NE,23.0,1400.0
2025-06-02,760000,494500,NNE,30.0,1000.0
2025-06-03,1515800,829900,NNE,37.0,1900.0
2025-06-04,411900,311200,NE,32.0,1900.0
2025-06-05,22600,43900,—,-,-
2025-06-06,28000,59500,NNE,9.0,1300.0
2025-06-07,200,5600,—,-,-
2025-06-08,45200,50000,N,21.0,1600.0
2025-06-09,20600,21500,—,-,-
2025-06-10,46200,45000,—,-,-
2025-06-11,61800,45900,—,-,-
2025-06-12,200,800,—,-,-
2025-06-13,5000,41000,—,-,-
2025-06-14,20600,45800,—,-,-
2025-06-15,-,-,-,-,-
2025-08-01,147100,164600,SSW,18.0,2100.0
2025-08-02,13400,18700,—,-,-
2025-08-03,19800,33800,—,-,-
2025-08-04,249500,190400,SW,19.0,1700.0
2025-08-05,258100,254500,SW,21.0,2200.0
2025-08-06,58900,63500,SW,21.0,4800.0
2025-08-07,28000,43800,—,-,-
2025-08-08,19000,40300,—,-,-
2025-08-09,20900,30200,—,-,-
2025-08-10,19600,41300,—,-,-
2025-08-11,23200,42900,—,-,-
2025-08-12,28600,45600,—,-,-
2025-08-13,243500,238200,S,16.0,2700.0
2025-08-14,1454800,1190400,SW,23.0,1600.0
2025-08-15,187800,322000,SW,15.0,2000.0
2025-08-16,35700,79900,SE,11.0,3400.0
2025-08-17,999700,633600,SSW,34.0,2100.0
2025-08-18,438600,467200,SSW,20.0,1500.0
2025-08-19,2000,54400,SSW,9.0,1200.0
2025-08-20,103700,156000,WSW,14.0,2100.0
2025-08-21,1496100,1122300,SW,28.0,1600.0
2025-08-22,106200,301400,SW,11.0,2300.0
2025-08-23,500,10600,—,-,-
2025-08-24,1200,44000,—,-,-
2025-08-25,344100,474000,SE,16.0,1200.0
2025-08-26,174600,1089900,SSE,16.0,1200.0
2025-08-27,174600,1089900,SSE,16.0,1200.0
2025-08-28,2700,432500,SSW,11.0,1900.0
2025-08-29,590400,819600,SSE,19.0,1700.0
2025-08-30,1699500,1226000,S,23.0,2200.0
2025-08-31,5723600,3032200,SW,28.0,2600.0
2025-09-01,1761900,2305100,SW,12.0,1200.0
2025-09-02,837900,1154600,SSW,17.0,2500.0
2025-09-03,3500,10800,—,-,-
2025-09-04,29000,126100,S,14.0,1800.0
2025-09-05,161900,384500,SSW,17.0,1200.0
2025-09-06,465700,1134100,SSW,13.0,1600.0
2025-09-07,2404400,1865000,S,22.0,1600.0
2025-09-08,4542600,3450500,SW,22.0,2000.0
2025-09-09,223300,419900,WSW,18.0,1500.0
2025-09-10,3203100,2357100,SSW,23.0,2100.0
2025-09-11,6237300,3602200,SSW,28.0,1700.0
2025-09-12,597100,1056200,SW,14.0,1900.0
2025-09-13,99900,140500,SE,9.0,1700.0
2025-09-14,5224500,3188300,SW,25.0,1700.0
2025-09-15,1805200,1501400,SW,21.0,2200.0
2025-09-16,793200,1051800,WSW,17.0,1600.0
2025-09-17,94800,408000,WSW,12.0,800.0
2025-09-18,1373800,924400,S,22.0,1400.0
2025-09-19,7794700,5162300,SSW,30.0,2000.0
2025-09-20,800000,1044800,WSW,19.0,1500.0
2025-09-21,600,6500,—,-,-
2025-09-22,2600,49100,ESE,17.0,2100.0
2025-09-23,2934300,2791800,SW,21.0,1900.0
2025-09-24,130000,749500,WSW,13.0,900.0
2025-09-25,114600,170300,SE,13.0,1200.0
2025-09-26,6658100,4651200,S,21.0,1400.0
2025-09-27,21100,293400,ESE,14.0,1400.0
2025-09-28,4055700,2893500,S,26.0,2100.0
2025-09-29,1315200,1285100,S,25.0,1800.0
2025-09-30,14496600,5910300,SSW,41.0,2400.0
2025-10-01,2571600,1397500,SW,33.0,2000.0
2025-10-02,5700,12900,—,-,-
2025-10-03,68300,71700,SE,17.0,2400.0
2025-10-04,1289000,1147500,SSW,16.0,3100.0
2025-10-05,3100,13200,—,-,-
2025-10-06,7600,7900,—,-,-
2025-10-07,900,258700,S,16.0,1700.0
2025-10-08,17742700,9348400,SSW,38.0,2100.0
2025-10-09,729500,580100,SSW,20.0,2700.0
2025-10-10,700,8200,—,-,-
2025-10-11,4242000,2782700,WSW,23.0,2300.0
2025-10-12,1295400,1088500,SW,24.0,1500.0
2025-10-13,236500,277300,SW,21.0,1200.0
2025-10-14,1637400,768700,S,30.0,2600.0
2025-10-15,7580200,4659400,S,36.0,1900.0
2025-10-16,1279200,616000,SSW,39.0,1900.0
2025-10-17,846600,578300,SSW,23.0,2400.0
2025-10-18,12000,23100,—,-,-
2025-10-19,200,4300,—,-,-
2025-10-20,9300,56000,SE,35.0,1900.0
2025-10-21,10000,34900,—,-,-
2025-10-22,7400,21300,—,-,-
2025-10-23,612300,743700,S,16.0,1500.0
2025-10-24,2677200,1705900,S,25.0,1900.0
2025-10-25,1490300,1202500,S,20.0,2100.0
2025-10-26,1139200,577100,SSW,28.0,2100.0
2025-10-27,2663900,1234100,SW,35.0,2500.0
2025-10-28,1310200,686700,SW,34.0,2100.0
2025-10-29,38900,71400,WSW,16.0,1800.0
2025-10-30,1000,37900,—,-,-
2025-10-31,26100,69400,ESE,33.0,1600.0
2025-11-01,125800,105800,SE,7.0,700.0
2025-11-02,107500,139600,S,17.0,1600.0
2025-11-03,22100,73000,SE,21.0,800.0
2025-11-04,439300,275300,SSE,31.0,1600.0
