date,total_passed,peak_birds,peak_direction,peak_speed_mph,peak_altitude_ft
2024-09-13,1668500,936500,SW,22.0,1600.0
2024-09-14,2501100,1240500,SW,28.0,1900.0
2024-09-15,1081000,653900,SW,27.0,2100.0
2024-09-16,281600,213700,WSW,20.0,1100.0
2024-09-17,420500,356400,SW,23.0,1100.0
2024-09-18,3590200,1587200,SW,31.0,1300.0
2024-09-19,6297400,2845900,SW,30.0,1900.0
2024-09-20,1552000,808600,SSW,24.0,2200.0
2024-09-21,847800,625400,SW,24.0,1700.0
2024-09-22,1397800,1073100,SW,27.0,1500.0
2024-09-23,80800,86100,SW,17.0,1200.0
2024-09-24,88800,109500,WSW,18.0,1100.0
2024-09-25,400,21700,—,-,-
2024-09-26,94300,180400,SSW,9.0,1300.0
2024-09-27,185800,365500,WSW,16.0,500.0
2024-09-28,231700,515300,SW,17.0,800.0
2024-09-29,1980100,1253000,SSW,22.0,1200.0
2024-09-30,4033300,4093700,SW,21.0,1000.0
2024-10-01,1623000,1294700,SSW,23.0,800.0
2024-10-02,1116000,1198500,SSW,13.0,1100.0
2024-10-03,1641800,1585300,SSE,22.0,3500.0
2024-10-04,545800,583900,SSE,18.0,1900.0
2024-10-05,17772900,9508200,SSW,23.0,1900.0
2024-10-06,4600,61200,E,14.0,2100.0
2024-10-07,5525000,2797300,S,26.0,1800.0
2024-10-08,293300,336800,SE,14.0,1900.0
2024-10-09,1850800,1020100,S,28.0,1000.0
2024-10-10,6358400,2865500,SSW,30.0,2100.0
2024-10-11,50200,21100,—,-,-
2024-10-12,4531000,3531200,SSW,20.0,1100.0
2024-10-13,46700,158400,ESE,10.0,1000.0
2024-10-14,2740100,1541000,S,27.0,1300.0
2024-10-15,782000,734100,SSE,20.0,1300.0
2024-10-16,12283300,4365600,SSW,33.0,2400.0
2024-10-17,10076800,3338600,SSW,38.0,2500.0
2024-10-18,5846000,2670600,SSW,25.0,2100.0
2024-10-19,258900,255900,SSW,15.0,3600.0
2024-10-20,360500,206900,SSE,19.0,2900.0
2024-10-21,788800,464300,SSW,19.0,2500.0
2024-10-22,22200,89300,WSW,12.0,5500.0
2024-10-23,721900,541500,SSW,35.0,1400.0
2024-10-24,21514500,7803800,SSW,31.0,2200.0
2024-10-25,26600,85600,SSE,21.0,900.0
2024-10-26,1769100,838700,SSW,28.0,1600.0
2024-10-27,123400,145900,S,10.0,1800.0
2024-10-28,81000,79900,WSW,15.0,2600.0
2024-10-29,1600,9100,—,-,-
2024-10-30,3900,13500,—,-,-
2024-10-31,200,5800,—,-,-
2024-11-01,6186700,2981500,SSW,28.0,1300.0
2024-11-02,10064500,3999100,SSW,32.0,2800.0
2024-11-03,808800,497800,SW,26.0,3500.0
2024-11-04,100,1200,—,-,-
2024-11-05,300,2900,—,-,-
2024-11-06,55200,87900,SE,19.0,1000.0
2024-11-07,7002000,4103400,SSW,27.0,2900.0
2024-11-08,333500,139900,SSW,25.0,700.0
2024-11-09,1841600,1385700,SW,28.0,4300.0
2024-11-10,200,13900,—,-,-
2024-11-11,71800,61300,SSE,20.0,1000.0
2024-11-12,3064900,1229000,SSW,52.0,4200.0
2024-11-13,270700,165500,SW,32.0,3000.0
2024-11-14,19200,43400,S,14.0,1200.0
2025-03-01,600,3200,—,-,-
2025-03-02,1500,4800,—,-,-
2025-03-03,6000,15700,—,-,-
2025-03-04,99000,34300,—,-,-
2025-03-05,4900,8600,—,-,-
2025-03-06,200,24500,—,-,-
2025-03-07,4400,14500,—,-,-
2025-03-08,1200,14700,—,-,-
2025-03-09,126000,64900,NE,39.0,1400.0
2025-03-10,101200,43500,NNE,30.0,2100.0
2025-03-11,139700,116000,NE,23.0,2100.0
2025-03-12,100500,66900,NNE,31.0,3800.0
2025-03-13,9300,10600,—,-,-
2025-03-14,18400,21700,—,-,-
2025-03-15,48400,25700,—,-,-
2025-03-16,500,26500,—,-,-
2025-03-17,0,1600,—,-,-
2025-03-18,211900,185700,NE,20.0,1400.0
2025-03-19,339100,168800,NNE,42.0,3300.0
2025-03-20,300,9600,—,-,-
2025-03-21,14400,72700,NE,17.0,1000.0
2025-03-22,200,9400,—,-,-
2025-03-23,22200,68300,N,26.0,2100.0
2025-03-24,29100,33100,—,-,-
2025-03-25,26400,58300,NE,24.0,2500.0
2025-03-26,700,10400,—,-,-
2025-03-27,201000,107500,NE,45.0,1900.0
2025-03-28,538000,283200,NE,42.0,2800.0
2025-03-29,84600,76500,NNE,19.0,2200.0
2025-03-30,391800,168800,NNE,46.0,2600.0
2025-03-31,23200,67700,NNE,37.0,2000.0
2025-04-01,1400,14600,—,-,-
2025-04-02,100000,83800,NNE,38.0,2400.0
2025-04-03,625700,323600,ENE,43.0,2100.0
2025-04-04,43100,67600,N,18.0,2500.0
2025-04-05,237900,223700,NE,46.0,2900.0
2025-04-06,1900,87100,NNW,7.0,2400.0
2025-04-07,2300,12000,—,-,-
2025-04-08,1700,5800,—,-,-
2025-04-09,429000,217100,NNE,31.0,2500.0
2025-04-10,3800,9700,—,-,-
2025-04-11,1200,47500,WNW,29.0,2100.0
2025-04-12,100,9100,—,-,-
2025-04-13,80100,93900,NE,19.0,1300.0
2025-04-14,2490800,2335200,NE,36.0,2500.0
2025-04-15,1300,8700,—,-,-
2025-04-16,300,4600,—,-,-
2025-04-17,1288600,785000,NE,29.0,1500.0
2025-04-18,4498100,1399500,NE,59.0,2300.0
2025-04-19,442900,284800,NE,25.0,1300.0
2025-04-20,146800,191600,NNW,8.0,1300.0
2025-04-21,2813100,2489000,NE,41.0,2100.0
2025-04-22,120000,144400,ENE,21.0,1100.0
2025-04-23,1723000,925500,NE,29.0,1300.0
2025-04-24,566500,518200,NE,39.0,1900.0
2025-04-25,587700,424300,NNE,48.0,1800.0
2025-04-26,2000,15800,—,-,-
2025-04-27,200,2000,—,-,-
2025-04-28,3491700,1172100,NE,44.0,1700.0
2025-04-29,3533300,1536400,NE,48.0,1200.0
2025-04-30,291300,295600,NNE,15.0,2100.0
2025-05-01,3512000,2152800,NE,47.0,1600.0
2025-05-02,4228800,1870300,NE,38.0,1300.0
2025-05-03,1091600,623800,NE,51.0,2100.0
2025-05-04,38300,57800,N,17.0,1500.0
2025-05-05,71800,80500,N,25.0,2100.0
2025-05-06,2383800,1882200,NE,34.0,1300.0
2025-05-07,1378700,843300,NE,28.0,1100.0
2025-05-08,473200,600900,NNE,25.0,2300.0
2025-05-09,13100,22900,—,-,-
2025-05-10,3784300,2440600,NE,33.0,600.0
2025-05-11,1860500,1325300,N,19.0,1500.0
2025-05-12,1765300,1431300,NE,33.0,1800.0
2025-05-13,5300,30000,—,-,-
2025-05-14,458000,478900,NE,27.0,2000.0
2025-05-15,5955700,3753600,NE,27.0,1600.0
2025-05-16,3919700,2138900,NE,29.0,1200.0
2025-05-17,764700,1211400,ENE,22.0,900.0
2025-05-18,175300,283500,NE,21.0,900.0
2025-05-19,83600,284000,NE,11.0,1100.0
2025-05-20,562400,1211800,N,20.0,1500.0
2025-05-21,1300,26600,—,-,-
2025-05-22,44500,87600,NE,15.0,1500.0
2025-05-23,1377100,1202100,NE,28.0,600.0
2025-05-24,439700,458500,NE,22.0,500.0
2025-05-25,1267200,1895900,ENE,19.0,500.0
2025-05-26,1935600,1819300,NNE,26.0,1700.0
2025-05-27,170100,232100,NNE,23.0,1500.0
2025-05-28,14200,113800,NNE,16.0,2400.0
2025-05-29,762400,446500,NE,31.0,1500.0
2025-05-30,80300,289500,NNE,22.0,1600.0
2025-05-31,3500,14500,—,-,-
2025-06-01,315300,267100,ENE,21.0,1000.0
2025-06-02,349600,303900,NE,23.0,800.0
2025-06-03,246300,261500,NNE,21.0,1400.0
2025-06-04,171900,152500,NE,23.0,1300.0
2025-06-05,65700,166500,NE,14.0,600.0
2025-06-06,51300,206500,N,10.0,600.0
2025-06-07,1000,75900,NNE,2.0,1000.0
2025-06-08,12200,29200,—,-,-
2025-06-09,19900,55500,NNW,11.0,900.0
2025-06-10,61200,113100,NE,16.0,1300.0
2025-06-11,97300,130400,NE,19.0,600.0
2025-06-12,51000,145500,ENE,17.0,900.0
2025-06-13,37400,125900,NW,13.0,1500.0
2025-06-14,2200,20200,—,-,-
2025-08-01,475300,362500,SW,17.0,2100.0
2025-08-02,88800,167400,SW,11.0,3000.0
2025-08-03,32700,74100,SSW,9.0,2000.0
2025-08-04,28600,77100,S,7.0,1900.0
2025-08-05,58100,68000,WSW,11.0,2100.0
2025-08-06,26400,199000,WSW,14.0,2200.0
2025-08-07,124600,101400,SW,20.0,2500.0
2025-08-08,78900,61800,SW,17.0,2200.0
2025-08-09,53400,56000,SW,9.0,2800.0
2025-08-10,20700,29900,—,-,-
2025-08-11,27500,41400,SSE,9.0,4200.0
2025-08-12,61300,67900,SSE,7.0,4300.0
2025-08-13,138700,283500,S,9.0,2000.0
2025-08-14,1931600,1198500,SW,22.0,2800.0
2025-08-15,382100,689500,WSW,15.0,2200.0
2025-08-16,61500,88000,SSE,12.0,4900.0
2025-08-17,517400,613800,SSW,20.0,1800.0
2025-08-18,703500,738800,WSW,21.0,2400.0
2025-08-19,44000,131900,WSW,14.0,1700.0
2025-08-20,68300,157000,WSW,8.0,1500.0
2025-08-21,2645700,1226400,SSW,42.0,2400.0
2025-08-22,67900,231700,SSW,9.0,3800.0
2025-08-23,100,7800,—,-,-
2025-08-24,16500,50100,SE,8.0,1900.0
2025-08-25,2078900,1096700,SSE,25.0,1500.0
2025-08-26,160500,968100,S,20.0,1500.0
2025-08-27,160500,968100,S,20.0,1500.0
2025-08-28,1800,36200,—,-,-
2025-08-29,3525100,1955700,S,28.0,1800.0
2025-08-30,3911400,1865700,SW,29.0,1500.0
2025-08-31,2909400,1310900,SW,28.0,2300.0
2025-09-01,1704200,880000,WSW,26.0,1700.0
2025-09-02,234400,302600,SW,11.0,3200.0
2025-09-03,22500,54800,S,10.0,5700.0
2025-09-04,13500,49800,ESE,17.0,600.0
2025-09-05,9700,70900,E,21.0,1900.0
2025-09-06,94900,776300,SSW,19.0,1100.0
2025-09-07,8800100,3275400,SSW,31.0,1800.0
2025-09-08,7470900,3141300,SW,30.0,1600.0
2025-09-09,1835300,1138400,SW,26.0,1200.0
2025-09-10,4972200,2634100,SSW,29.0,1600.0
2025-09-11,3970700,1948000,SSW,19.0,2000.0
2025-09-12,1209100,1159200,SW,17.0,2700.0
2025-09-13,63400,112300,SE,15.0,1700.0
2025-09-14,4274400,2155100,SW,26.0,1600.0
2025-09-15,2177600,1132900,SW,27.0,1300.0
2025-09-16,654900,526100,SW,34.0,1200.0
2025-09-17,214400,243100,SW,17.0,800.0
2025-09-18,3721400,1856500,S,19.0,1800.0
2025-09-19,9572200,4440700,SW,35.0,1500.0
2025-09-20,1088100,1082000,SW,21.0,1700.0
2025-09-21,261700,269500,SW,13.0,2000.0
2025-09-22,900,7500,—,-,-
2025-09-23,27600,192700,SE,14.0,2200.0
2025-09-24,300,93100,SSE,5.0,1500.0
2025-09-25,457700,468900,SE,18.0,1400.0
2025-09-26,11020600,6035200,SSW,22.0,1600.0
2025-09-27,96100,423300,WSW,14.0,1900.0
2025-09-28,5435500,2986000,SSW,26.0,1400.0
2025-09-29,3109600,1950300,SSW,19.0,2100.0
2025-09-30,12918400,4751500,SW,43.0,1900.0
2025-10-01,3553100,1820400,SW,26.0,1700.0
2025-10-02,19800,38200,SW,9.0,3200.0
2025-10-03,79300,48100,SE,17.0,3100.0
2025-10-04,452700,351500,SSW,10.0,2600.0
2025-10-05,4700,22800,—,-,-
2025-10-06,4700,9500,—,-,-
2025-10-07,200,13900,—,-,-
2025-10-08,23638800,10023300,SSW,32.0,2100.0
2025-10-09,3358500,1913800,SW,25.0,1600.0
2025-10-10,4200,17700,—,-,-
2025-10-11,90300,67100,SW,26.0,900.0
2025-10-12,8400,121300,SSW,27.0,1300.0
2025-10-13,35800,69600,SW,31.0,1600.0
2025-10-14,3940600,1430700,S,29.0,1600.0
2025-10-15,18334100,7119400,SSW,35.0,2200.0
2025-10-16,4846700,1978500,SSW,33.0,2000.0
2025-10-17,5422500,2762100,SW,25.0,1600.0
2025-10-18,10800,74100,SW,5.0,4700.0
2025-10-19,300,12400,—,-,-
2025-10-20,622900,322700,SE,27.0,1500.0
2025-10-21,4300,40800,ESE,14.0,1200.0
2025-10-22,348800,758200,SSE,15.0,1200.0
2025-10-23,1171100,977700,S,19.0,1000.0
2025-10-24,12861600,6373800,SSW,26.0,2400.0
2025-10-25,5430700,3299100,SSW,20.0,1600.0
2025-10-26,7862600,4177900,SSW,25.0,3000.0
2025-10-27,2505100,878700,SW,31.0,1800.0
2025-10-28,198800,362700,WSW,31.0,1400.0
2025-10-29,8000,98100,SSE,12.0,1900.0
2025-10-30,24900,30000,—,-,-
2025-10-31,129300,218200,ESE,13.0,700.0
2025-11-01,3457300,1679800,S,22.0,2000.0
2025-11-02,168500,135300,SW,18.0,3500.0
2025-11-03,84600,261700,ESE,13.0,600.0
2025-11-04,1351200,628000,S,26.0,2000.0
